label,text
9,I've lost about 20 pounds over the last month or two. I have not been working out or dieting.
0,I am having trouble breathing.
8,I lost my job 2 months ago and I have been very stressed about how to pay my mortgage and now with gas prices so high my finances are very concerning to me. Lately I have noticed a heart rate that is too fast. I can feel it racing and it makes me even more stressed.
4,"For the past month, quite often, I feel a lot of forehead pressure. Taking advil and relaxing doesn't seem to relieve it."
4,When I am working I feel painful in my head.
3,pyrexia
7,I can never drink enough water! I haven't even been working out!
9,"I have lost a lot of weight recently, but I am not on a diet."
6,mass at feet
1,I have noticed over the past month I experience frequent blood coming from my nose.
4,I've had a severe migraine for awhile now. The pain is really bad in my head
2,"Doctor, I have no energy.  I am tired all the time and just don't have the energy to clean house or anything."
0,I am having a hard time breathing. It is hard for me to breathe.
5,"After I eat, I feel a burning sensation in my chest."
9,"Over the past month I have not changed the way I eat, the amount I eat or the variety of foods that I eat. My exercise levels have been very consistent over the past month as well. This morning when I did my weekly weight check I noticed I had experienced a sudden weight loss. I cannot explain this sudden weight loss based on any lifestyle change I have made recently."
9,"I have not changed my diet or exercise routine, yet I appear to be steadily losing weight."
0,Over the past month I have experienced an increase in feeling like I cannot breath during the night.
1,"When I start breathing heavy, I get a nosebleed"
3,So I have noticed that I just randomly get goosebumps.
5,When I eat I feel like it is sort of coming back up and kind of burns like I am supposed to burp but can't.
2,I've noticed a significant loss of strength in my left hand that has gotten much worse recently.
6,I have a mass in my hip and it is causing me a lot of discomfort.
2,I always feel so tired.
1,I have been bleeding from the nose.
0,"Im having a hard time inhaling, I feel as though I can't catch my breath."
4,I have noticed over the past month that my head is painful.  It feels like pressure in my head.
6,My hip seems to have a lump in it.
9,"Every time I weigh myself, I see that I have lost weight. I have been eating the same as usual, and even a little more than previously with my two desserts per night now."
3,I started feeling febrile after a headache a couple days ago.
7,always thirsty
6,"Heaviness in the lower half of my body, running is harder than before this heaviness."
2,Over the past month I have experienced myself feeling increasingly tired throughout the day.
7,No matter how much water I drink it seems like it isn't enough.
3,I feel hot and cold and I think I have a fever.
7,Don't know why my body keep asking me for more waters.
7,I constantly need to drink water because I am so dehydrated feeling all the time.
5,"I've tried changing my diet, my exercise plan, and some other habits but no matter what I do this heartburn feeling hits every single time. Usually it's only when I lay down, but some times if I sit for too long without getting up to move, the heartburn will hit me then too."
7,I just can't drink enough water and I have read that this could be polydipsia.
7,constantly need to drink water
4,Throughout the day I will feel these aches and pains that I feel would be normal if they didn't bother me so much.
9,"I haven't changed anything about my diet or exercise level, but I've been losing weight. It's happening pretty quickly, and I'm getting worried."
4,My head really hurts and I'm not sure why
3,Hi doctor iam very warm as my body dilates blood vessels in a last ditch attempt to warm freezing tissue in my limbs
2,"i dont feel like myself, i dont feel as strong as i usually do, im feeling weak and unable to carry out my day to day tasks"
9,"I eat quite the same amount as I usually do, but I notice I'm losing a lot of weight now."
0,I ate some fish last night and it was very hard for me to breathe afterwards.
5,"I think I'm experiencing heartburn. I notice it after I eat certain foods, but it feels like a burning in my chest."
8,While sleeping I feel like suddenly my heart rate increased.
9,I have been eating more than usual but I have not been able to gain any weight.
3,I was feeling hot last night so I took my temperature and noticed it was higher than it should be.
8,Even when resting I feel like I get a rapid heart rate randomly
4,There is a pain in my head or face.
1,I've started getting nosebleeds out of the blue the past month. Is it a nasal issue? Something wrong with my brain?
2,I've noticed lately whenever I do the smallest of things I start to feel really tired very quickly
2,having no energy
2,I feel tired all the time even with a full nights sleep.
9,"I am having a balanced diet with carbs, fats etc in sufficient quantity, but still I am losing weight unintentionally."
9,"I am concerned because even though I am following the high calorie diet, I am still not gaining weight properly and am not losing weight intentionally."
6,mass at thighs
0,Over the past month I have experienced an increase in dyspnea while I sleep.
6,I discovered a mass under the skin at my hip. It's not painful.
5,After a meal I'm experiencing a lot of painful chest burn.
6,I went hiking the other day and tripped over a tree root.  I think I rolled my ankle as there seems to be a mass on my lower extremities along with bruising and severe tenderness.
6,I went swimming a few days ago and have been wondering about this mass at my thighs ever since.
7,"I feel really thirsty all of the time. No matter how much I drink, I am still really thirsty and feel dehydrated."
8,After working out I have a very rapid pulse.
6,There is a lump on my hip.
2,"I feel really tired all of the time, even in the morning, or just after exercise."
2,"I have been feeling like I have no energy, like I  just cant get enough sleep"
1,I’ve had blood loss from the nose ever since I got hit by a baseball last week.
6,Sometimes I'm just resting on the couch and I get mass at feet.
1,I get unexpected nosebleeds very often now.
0,"I'm having a hard time breathing, I cant get my breath."
0,hard time breathing
6,I have this bump on my leg.
8,My heart rate is very high.  I haven't been running or exercising this morning.  I had to stop washing the dishes when I had a dizzy spell.
2,"Sometimes I have a hard time getting motivated, I prefer to just lay in bed."
8,My heart is beating so fast maybe because of tension.
6,mass at hip
1,I have been having nose bleeds recently.
2,"I am experiencing more tiredness like never before, my schedule has not changed much, and what has been more excursive but I'm still not sleeping at night"
6,The other day I was getting dressed and noticed a large bump protruding from my hip
1,Blood keeps coming out of my nose.
1,I have been experiencing nosebleeds when I stand up too quickly.
0,Everytime i lay down breathing becomes so umcomfortable that i have to get up immediatly
4,"well, when I turn my head to the left too fast when the dog starts barking, the left half of my head hurts real bad."
6,I have a large mass on my left leg all of a sudden.
4,migraine
0,"I haven't been able to breathe correctly. It feels like my lungs are restricting and only little air is coming through. I can't get up and move for long periods of time otherwise, I  experience shortness of breath and feel dizzy."
8,My heart feels like it is beating faster than it usually does.
0,feeling suffocated
1,I get nosebleeds at random times for no reason
6,"I recently found a lump on my inner left thigh. I first noticed it about 2 weeks ago, and thought I'd better get it checked out when it didn't go away."
6,"Mass At The Hip, Thighs, Legs Or Feet"
3,I have a fever.
0,I took a walk around the block and noticed that I was having trouble breathing.
1,My niece prone to nosebleeds at night and I am unsure what to do at home to prevent it
2,body pain
2,"Since I have been very depressed, I have been experiencing low energy."
2,It is difficult for me to do normal activities because lately I seem to be having no energy.
9,I have been dropping pounds to the point where I had to get new clothes and I don't know why
7,From the moment I started using the sauna I am constantly very thirsty.
0,Over the past month I have experienced an increase in dyspnea while I am walking outside.
5,I've been experiencing a great deal of heartburn after meals and I'm concerned about possibly having acid reflux.
9,"I have been extremely hungry lately, and have been eating quite a bit more than usual.  However every time I get on the scale the numbers are not increasing but decreasing it seems as if I'm underweight."
4,I am experiencing aches everywhere.
9,insufficient weight
1,I keep getting nosebleeds in the middle of the night
2,I have noticed over the past month that I often feel fatigued and tired during the day.
2,I have this all over body pain and it just makes me so fatiqued.
9,I have noticed that I've lost weight recently.
0,I just feel like I am being smothered or suffocated. Almost feels like I am under water.
4,throbbing feeling around forehead
8,My heart feels as though it is beating really fast.
9,Now a days i was in underweight.
3,good morning; i woke up with a temperature of a hundred degrees fareinheight yesterday and it reached a hundred and one last night and my temperature is still at that level today so i figured i better come in for an appointment.
0,I've been experiencing dyspnea for a couple of weeks now since I started working in the factory nearby our house. We are packing goods there but even though when i'm sitting only i'm still experiencing it.
4,"I have head pain, congestion, and a sore throat for the past week."
2,"Even after a good night's rest, I am still tired all day"
9,Over the past month I have experienced unexplained weight loss of 20 pounds.
5,"When I eat spicy foods, I get heartburn every time."
6,I have a weird lump on my thigh I'd like you to take a look at.
1,My nose has been bleeding off and on lately.
7,excessive thirst
7,"I have been excessively thirsty lately, not sure what's going on."
2,Don't feel like getting up in the morning or do simple tasks.
5,I have a burning in my chest and throat.
9,I can't gain any weight no matter what I do.
5,It feels really hot in my chest after I eat certain foods.
0,I've been having a hard time breathing and it feels like something is sitting on my chest.
7,I feel thirsty all the time. A lot more than before.
3,I do not feel very well and I believe I have a fever.
9,"I keep trying to put on weight, but no matter what I do, it seems like I just keep losing weight."
2,"I feel so lazy, and can't get my work done at my job some days"
4,I have a headache that is putting pressure at my forehead.
8,When i awoke this morning I felt like my heart was rapidly beating out of my chest! I tried to take my pulse but my heart was pounding so hard i couldn't focus. I thought i was having a heart attack so i rushed here
4,I feel like I have a really bad throbbing headache across my forehead
5,I didn't hungry at all. I keeping feel burning in my stomach. It is getting worse after having meal.
2,My body has been in pain lately and I have been very tired.
7,Don't know even after drinking 4 to 5 liters of water i always feel like my body need more water.
0,air need
3,"Even though it was 85 degrees yesterday, I had shivering chills all day long"
2,"Lately I haven't had much energy, I've been experiencing fatigue and lethargy."
4,My head hurts each time am showing the television
8,I was checking my blood pressure the other day and I noticed that I had a fast pulse.
9,"No matter what I eat or how much I exercise, I can't keep my weight where I want it. I feel like I'm losing weight and I don't like it. I don't feel healthy and nothing seems to work to gain weight."
6,"Compare to my upper body, which is normal in size, there happens to be a mass at lower extremities."
0,I cannot enjoy walking my dog because I have a hard time breathing.
8,"I feel like my heart is going to jump out of my chest, like I just ran but I am sitting on the couch watching tv."
2,feeling of weakness
6,My legs and feet have some type of mass in them. Help.
2,"Hello sir, my age is 32 years now and i don't very active in my daily life. But when i want to do something i easily feeling tired. Is that any serious about for it ?"
6,I have this abscess-like thing that is also called a lump at the lower extremities. It must have happened when I was playing baseball and got hit so many times below the belt.
7,"I am so thirsty all the time, no amount of water helps."
8,"I was trying to sleep when suddenly my heart started to beat extremely fast, I've felt it before when I had panic attacks, but not like it happened today."
6,lump at lower extremities
3,I have had a cold for several days and keep getting the goosebumps off and on.
2,feeling lazy
1,"My nose keeps bleeding all of the time, even when there's plenty of humidity."
6,There is some kind of lump on my left thigh. Right in between my legs there.
0,oxygen need
4,"I have just been experiencing little aches all over, especially in the joints."
7,"No matter how much I drink, I am still thirsty."
4,I'm feeling pressure in my forehead It is pounding.
7,I have been really thirsty lately. I have been drinking a lot of water maybe too much. I have been drinking probably 15 glasses a day.
6,I noticed a lump in my leg this morning when I was putting on lotion.
2,I have noticed over the past month that I have been extra tired and lazy.
9,I am eating regularly everyday. But somehow I am experiencing the weight loss. I tried to eat more but my weight is still decreasing.
9,I went on a cruise and ate cake every day but I still lost weight.
2,"I am tired all the time, even if I haven't been doing much."
3,I think I have a fever.
8,I have experienced a lot of stress lately due to loosing my job and every day I feel rapid heart rhythms.
4,severe headache high pain in my head and eyes
6,I have a mass at legs and it is hard to walk.
8,I'm concerned because lately i notice that my heart is beating very fast even when it shouldn't be; for example i could be sitting at home watching television and i can tell my heart is beating faster than it should be.
8,fast heartbeat
6,There is a small mass on my left thigh. I may have hit it on something but I can't say for sure it caused it.
0,"Sometime, even when I'm resting it is difficult to breathe properly.  I can get very out of breath."
9,I have lost fifteen pounds and I am not working out and my diet as not changed
6,"I found a mass in my calf, it hurts a little but not too bad."
1,hemorrhage from the nasal cavity
4,If I get temper I feel throbbing feeling around forehead. often I am getting head ache on one side of my head.
3,"I have been experiencing a fever. After I worked in the rain, I think I got the cold and now I can't get rid of this fever. I constantly feel like I am cold but my body feels extremely hot."
3,I think I'm running a fever because my body temperature has just been getting hotter and hotter lately .
4,I've had a headache but it is only on the left side of my head.
4,I have noticed over the past month my forehead often feels tight and tingle during the day.
6,My hip feels heavier than usual.
5,I'm having this feeling of burning pain in my stomach.
1,After I finished eating I had hemorrhage from the nostril.
7,I drink and drink and drink water all day and am still always thirsty.
0,I have been feeling really uncomfortable breathing lately.
5,"After I eat, I sometimes puke a little back up into my own mouth, and almost throw up."
1,There’s blood pouring out my nose doc. You have to stop it immediately.
5,pyrosis
5,I have to drink milk all of the time or I get heartburn.
0,"It's hard for me to breath, and my lungs hurt whenever I walk."
2,My body has been aching even when I didn't workout that day
3,I have been experiencing high fever and it has been causing goosebumps on my skin.
2,ive been super super tired lately
4,sensation of tightness around forehead
2,So it's been really common that I've been getting sleepy super easily without any explanation.
2,I'm so exhausted all the time - I have no energy at all
2,"I have some kind of chronic fatigue, I am tired constantly, even just after rising."
9,I am here because I recently lost 20 pounds but I haven't been making any effort to lose weight. All of this unexpected weight loss is starting to scare me.
0,"Even when I am completely relaxed, I can't seem to catch my breath"
2,I feel like i am constantly exhausted from morning to night no matter what i do im always tired.
0,I have been having trouble breathing all day long.
4,"Every day, about mid afternoon, I get a sharp pain in my head. It's usually only my right side near my temple and lasts for about 20 minutes."
0,I am having difficulty with breathing.
0,"I was started to feel like I couldn't breathe, almost like I was suffocating."
6,I have an additional appendage growing out of me and I think its a legs or feet.
1,I have high blood pressure and because of that I have been hemorrhaging from the nasal cavity.
9,"I've been losing a lot of weight recently even when eating properly and trying to gain weight, people have noticed the drastic change of my weight and I'm not sure what the cause of this is."
0,"This morning, I am having a hard time to breath. Especially when I lay down."
3,I have been carrying a fever for a week now and my temperature is very high.
2,exhausted
5,acid indigestion
2,good day doctor and thank you for getting me an appointment so quickly. i can't tell you how frustrated i am.  for the past few weeks i've been exhausted; this is effecting every aspect of my life.  i almost fell asleep at work the other day and in fact i think i actually was asleep for a few seconds.  when i was driving over here i could hardly keep my eyes open.  i haven't been under any increased stress; i;m no more nervous than i usually am and i need to know what's wrong with me..
1,My nose just won't stop bleeding and I think I have a condition called epistaxis.
9,not gaining weight properly or losing weight unintentionally
3,"I have been feeling really hot, like I have a fever."
4,It feels really tight around my forehead area.
8,I have been randomly experiencing tachycardia and it doesn't seem to be linked with physical activity.
6,"I am having numbness, pain, and tingling on the outside of my thighs."
4,I have head pain that feels like a migraine. It is worse with bright lights.
6,So I was out doing some yard work a couple a days ago and I think I may have pulled or muscle or something. Because the next day I discovered I had a lump on  my lower extremity. I'm nor sure if that is what cause me to have this lump but its the only thing I can think of.
7,I feel like I never drink enough. My mouth feels dry and I feel dehydrated even if I drink all the time.
9,"I take food well. however, I am not gaining weight properly. what to do?"
2,bodypain
9,"No matter how much I eat, I just keep looking smaller and smaller."
7,excess consumption of fluids
6,For the past year there has been a mass at my hip
6,I was getting out of the shower the other day and it looked like I had some kind of blister or cyst on the inside of my thigh.
9,"I haven't changed my diet or exercise routine, however I seem to be losing weight unintentionally."
9,I have been losing a lot of weight lately and I have not been trying to lose.
6,I have a lump on my hip.
6,"There is a bump on my leg, right above the knee. I think I hurt myself without noticing yesterday."
0,Doctor i can just walk from one room to another or get up from sitting down and will experience shortness of breath
8,"My heartbeat is really fast all of the time, never below 120 BPM , pulse."
1,Over the past month I have experienced an increase in epistaxis for 3 days a week.
8,I have been experiencing fast heart rhythms when I am just sitting still or laying in bed.
7,I'm drinking water all the time because I am constantly very thirsty.
4,I just can't seem to get rid of this throbbing feeling in my head.
0,"I feel like I am suffocating, I literally can't catch my breath."
3,"I'm constantly sweaty and hot, but my air conditioning is at the highest setting!"
6,I fell out of my chair last night at the bar. This morning I woke up with a mass on my leg and a bruise on my feet.
8,I have had a rapid heartbeat it's concerning due to the fact I have AFib it's concerning and I have to watch what I eat I'm on meds for this but still am limited to what I do
3,shivering chills
9,not gaining weight
3,I have had a cold for several days and now I feel like I have a fever. I keep getting chills off and on.
5,"I always feel uncomfortable in my stomach. I feel it is burning, and hot in my throat."
6,I have found bumps on the bottoms of my feet that are making it painful to walk.
5,After I eat spicy foods I have a burning sensation in the middle of my chest and upper abdomen.
5,These pass few weeks I have eating later than usual and I have been experiencing burning in my chest.
2,I am very fatigued every day. I am constantly tired.
6,I have a mass growing on my left hip.
1,I have noticed over the past month that my nose tends to bleed.
8,Every time I go out in public now my heart begins to race. I think I have anxiety.
5,I have been eating and drinking a lot and due to that maybe I am feeling this chest burn that doesn't seems to go away no matter how much water I drink
6,lump at legs
2,"For the past few days, I have had a lot of body pain all over and I feel under the weather."
6,"While I was getting dressed the other day, I noticed a lump in my leg and now it's making it hard for me to walk."
2,body feels weak
8,My heart feels like it's beating out of my chest.
5,I have this burning feeling in the top part of my chest.
0,uncomfortable breathing
7,I have what constant excessive thirst. I drink all the time throughout the day and I'm still always thirsty.
7,For the last month I have had a feeling of being thirsty all the time. I just can't seem to get enough to drink. I can drink 2 or 3 glasses in an hour and I still feel like I need more.
8,"When I engage in less vigrous excercises, I experience a rapid heart rate."
3,increased body temperature
5,Affected by pyrosis before few months.
2,After waking up in the morning. I feel tired all the time.
3,I have been having a fever lately.
5,I have this burning feeling in the pit of my chest. It feels like it is on fire. I drink water but it does not stop the pain.
0,I have been feeling smothered and it makes daily life hard.
3,"Ever since going to a party yesterday, I've been really feverish and after taking my temperature, it came back with 100 degrees."
6,I have these big lumps in my legs.
6,"Hey doctor, I woke up yesterday morning and found that they are lumps on my left thigh. At first I thought it was a bad bug bite but now I'm not too sure and I'm a bit worried about what they are. The reason I came today is that this morning, on my right thigh, I got another lump. They are all a bit sore."
9,I weigh less than I normally do but haven't made changes for me to be losing this weight.
6,mass at the hip
7,I feel thirsty always. My tongue gets parched soon. I have Excessive Thirst.
0,"When I walk up a short number of stairs, I have difficulty breathing."
2,"When  I got home from work, I was feeling very fatigued. I am feeling nausea as well as a body ache and chills."
4,aches
0,When I am sitting in the evenings sometimes I have a hard time breathing.
2,After cooking dinner every evening I am left with a bodyache and my heart would start palpitating rapidly.
5,"Even when I have not eaten, or sometimes just after, I get heartburn and have to put sodium bicarbonate under my tongue and on my venal vein in the front of my mouth to find relief."
2,I can't seem to muster up the energy to do daily tasks.
5,"There has been a burning feeling in my chest and throat lately, especially when I lay down at night."
9,I haven't changed my diet or exercise in any way but I have been losing weight without trying and it's concerning my spouse.
1,Every time I go jogging I get a nosebleed.
3,Whenever my blood pressure gets up I get goosebumps.
6,There is a mass on the top of my left foot.
7,I am feeling so thirsty even after drinking so much water.
1,Over the past month I have experienced nose bleeds that last 2-3 hours each time.
6,I have this new big bump on my thigh.
2,"I feel tired all the time, and my body aches."
9,"My weight is decreasing for no reason. I am tried to eat more than usual to gain weight, but it won't work."
2,I literally can't get myself out of bed because I am so tired.
3,"I was feeling very hot, so I took my temperature and it was very high."
9,I have been eating normally but am losing weight.
0,"I was diagnosed with asthma a child and it improved over the years, but now I am having trouble breathing at night when I sleep. I wake up coughing or gasping for air."
7,Going to college and meeting up with the wrong types of people is definitely what helped trigger my excess drinking.
1,Over the past month I have experienced an increase in blood loss from my nose.
5,I get a burning pain in my stomach whenever I drink orange juice or eat spice food.
4,I’m having headache and high fever at the same time
5,This pregnancy the acid reflux is bad I can’t lay down
8,Sometimes thinking of anything else makes me heartbeat raise and not to do any work
9,underweight
2,bodyach
2,"At times, I'm doing nothing and an overwhelming sense of tiredness will come over me."
5,cardialgia
8,rapid heartbeat
5,"I went to an Italian restaurant and had lasagna for dinner. Afterwards, I experienced cardialgia."
5,I have a burning in my chest and throat and I am regurgitating it.
6,I got this bump on my foot.
5,"My Mom, sometimes coughs so hard that she nearly gags and throws up. She says that she tastes acid everything this happens"
2,laziness
8,I have noticed over the past week that my heart seems to be racing.
2,I have had an overwhelming feeling of tiredness lately. It came on fairly quickly about two weeks ago. I have no energy and it is really difficult to et anything done.
3,"I keep getting these fevers all of the time, even though I have been eating plenty of watermelon, which is known to lower fevers."
3,"Every evening, I feel like I have a raised temperature. I sit down at the end of the day and feel like I'm suddenly running a fever. It may be hormonal or a result of exhaustion."
2,malaise
6,There is a bulge of skin coming out of the side of my leg higher than my thigh
9,inappropriate decrease in body weight
9,"I am having trouble gaining weight, I eat alot but instead I could lose weight if I skip a meal."
4,It seems when I am bending over to pick things up I have forehead pressure and it is uncomfortable.
4,When I'm in the noisy place my head hurts very bad.
7,I came home and drank beer a few times and I’m drinking water constantly
8,When I have 3 cups of coffee I feel a rapid heart rate
8,"Sometimes, I am just relaxing in the office and I experience a rapid heart rate"
2,The past few days I've been feeling really tired and lethargic.
6,Every time I go to sit down I have this pain from a mass at my hip.
7,I wake with excessive thirst
2,I get really fatigued after walking a short distance.
0,I have difficult to sleep because I can’t breathe well.
8,fast heart rhythms
2,I'm tired all of the time and I have a lack of energy
7,polydipsia
3,I am having a fever since last night. It is not getting any better at all.
7,I smoked my vape and now chronic ingestion of large volume of water
7,I cannot seem to stop drinking water. I keep feeling dried out and its like an excessive thirst.
9,"I have been having weight loss, despite the fact that I have been eating a lot and haven't been exercising."
3,"I can't seem to cool down, I have increased body temperature throughout the day and night."
8,heart beats fast
2,"I feel like it doesn’t matter how much sleep I get, I constantly have a lack of energy."
6,thighs
7,I am always thirsty. I am drinking about a gallon of water an hour. I just have an extreme thirstiness all the time.
2,feeling tired
1,When I jog I always get a nosebleed
2,"I've been feeling very tired, like I can hardly do the housework I need to do anymore. I wake up, get up, but I have no energy to do anything. Also, when I go out, I feel so weak that I have to sit down somewhere."
0,"Whenever I am casually walking, I have a sudden onset of shortness of breath. I have tried sitting for a moment, but I continue to experience shortness of breath even when I am sitting down and not active."
9,Due to some hormone imbalance i get over weight after that i follow some diet and i get my weight loss
5,"Whenever I had snacks before taking food, I feel burning sensation in the middle chest after taking food. why?"
4,I recently had a mini bicycle accident and fell flat on my face. Ever since that day I can feel pressure on my forehead and I'm wondering if this will ever go away or might be something more serious.
3,I went to an event with a lot of people and now I have a fever.
5,"After I eat the food comes back up, I have a very bad reflux."
7,"No matter how much I drink, I am still thirsty, I'm feeling excessive thirst."
2,I AM A SHORT GIRL AND I AM EATTING WELL BUT I FEEL VERY TIRED FASTLY AND MY EYES ARE RED
3,I go from feeling hot and sweaty to cold with chills with no energy.
8,My heart rate seems higher than normal.
1,"When I blew my nose, it started gushing blood and it took forever to stop."
9,I feel like I have a loss of energy when I wake up and I have been eating trying to gain weight by eating bananas and more protein but it does not seem to be helping me gain weight. Instead it seems like I am losing more than I am gaining.
5,I don't know if I have heartburn because I love hot sauce but it's getting a little worse. I don't eat hot sauce with everything. In fact it occurs even when I don't have any. Last night I woke up and it felt like stomach acid was in my throat. In fact I had to keep myself from throwing it up.
5,"Since last week, I've been having episodes of acid regurgitation. It get's worse when I lay down."
2,When driving my arm starts to feel really weak. I'm not able to turn the steering wheel correctly anymore.
0,I noticed when I walk around I am having trouble breathing and shortness of breath.
2,"I recently recovered from flu, but now suddenly I am experiencing loss of strength in my muscles."
0,"When I get up and start to walk to the bathroom, by the time I am half way there I am already winded, and find it hard to breath."
5,I have had heartburn for several days now and it is affecting my work.
4,"I've been experiencing daily head pain that won't go away, and it's very distressing."
9,I dropped about 30 pounds in only a few weeks.
5,I get heartburn all of the time unless I use a little bit of baking soda.
2,bodyache
9,i feel very free after my weight loss
9,"I have been eating a lot more to try to fill out but no matter what I do, I can't get the pounds to stay on"
6,I feel like I have a big knot or multiple knots on the back of my thigh.
1,nasal bleeding
2,I haven't gotten around to any household chores and rarely leave the house anymore as I am feeling tired.
3,"having cough, fever and soar throuat"
5,burning pain in stomach
2,lack of energy
2,Over the past month I have experienced an increase of tiredness during the day.
5,discomfort in throat
2,I always feel tired. I don't have any energy.
1,Every time I play basketball I get epistaxis.
2,I just got over encumbered very quickly. An overwhelming weakness came over me.
2,"During the lockdown I went into depression, and now when I am back to work, I always feel tired."
0,It is very hard to breath at times.
5,I've been having a lot of burning pain that it feels like it's coming up my throat.  It's like everytime I eat Hot Sause or something really spicey that I feel this way.
1,I've been getting nosebleeds randomly.
3,I have a very high fever.
0,difficulty breathing
3,"My temperature is really high, I have a fever."
4,"Hi doctor, I am coming in today because i have had this headache that has not gone away for a few days, certain lights make this headache worse. I have tried taking tylenol, checking my blood pressure and that is normal. Can you help me get rid of it."
0,Just walking to the mailbox I'm back is making me breathless.
7,Doctor I think I am suffering from chronic ingestion of large volumes of water and I have always felt thirst for this.. Is it a very harmful thing?
7,I get up thirsty every night and have to drink at least two glasses of water. It seems my thirst is excessive.
0,"Every now and then, I have difficulty breathing."
2,Over the past month I have experienced an increase in feeling overly exhausted.
4,I am having this head pain in the front of my head and it’s worse when I lye down.
0,"Sometimes, for no reason, I have a hard time breathing."
5,I feel like there is a burning feeling in my chest and it tastes like acid
5,When I am laying in bed if I sleep on the wrong side I get really bad acid regugitation that burns my nose and throat.
2,I sleep 8 hours a night but I still feel that I am tired all day like I have not slept at all.
9,I keep losing weight even though Im eating more to gain weight.
2,tired all day
3,"I have been feeling very hot, like feverish."
1,"My nose is bleeding alot, everyday."
2,It’s hard to do every day activities because I have body ache and don’t want to move.
9,unexpected weight loss
9,"I've been losing weight steadily, without even trying."
1,When I wake in the morning there is blood on my pillow.
0,"Once in awhile at night while sleeping , I wake up feeling like I am suffocating and can't breathe."
9,"I was in bed rest for a week due to back pain, and now I am experiencing sudden weight loss even after having a normal diet."
8,rapid heart rhythms
1,Some times I wake up and I have blood on my nose and pillow. My brother has the same problem. There is no injury.
9,I have had problems with insufficient weight of late as if all of a sudden anything I ate didn't seem to matter at all
3,"I just don't like myself. I feel weird and chilled and out of my head, so I used a home thermometer, which showed a raised temperature."
0,I have been getting short of breath when I walk.
2,I have noticed over the past month my full body feels weak and very little energy.
4,Yesterday I spent all day out in the sun working on yard work. My the time I went to bed my head hurt. I took some tylenol but it still hurt this morning. I took more tylenol but my head still hurts.
3,I have had a temperature for three days but no other symptoms.
8,"Whenever i stand up or sit down, i get like this sensation that my heart is beating out of control.  Its frightening.  Sometimes it happens in the shower so i have to stop and wait for it to go away.  I exercise regularly and it never happens during exercise."
6,"I have a mass at my hip, it is like a bulge that I don't know where it came from."
1,epistaxis
5,I take antacids daily but I can't seem to get rid of the constant acid indigestion.
0,I have been experiencing dyspnea when lying down.
6,legs or feet
5,"I have had a cold for about a week, nothing out of the ordinary. Now I am having a lot of discomfort in my throat."
9,Doctor i eat a lot but can't seem to gain any weight
9,"No matter how hard I try, I am unable to gain weight."
9,losing weight unintentionally
0,I can't seem to take a full breath.
8,fast pulse
9,"I keep losing weight, even though I have been eating even more than usual lately, I wake up and see that I have lost several pounds in my sleep."
6,mass at legs
2,"I've been really tired lately, but I can't sleep in my own without melatonin. Even with melatonin and 8 hours of sleep from taking it, I still don't feel refreshed."
5,chest burn
7,Excessive Thirst
5,I have been having acid indigestion and it is hard to eat any food.
0,My throat/ airway is very tight and I cannot breath normally.  I have great difficulty trying to take in air even while sitting down.  It feels air is being sucked out of me.
8,Even when I am sitting still I think I notice a rapid heart rate.
1,I bumped my nose today and lost a lot of blood from it. I was bleeding from my nose for awhile.
1,I am experiencing blood loss from my nose at an unexpected rate because I already had two nosebleeds this week.
2,I feel like I need something more to make up for having no energy
4,Whenever I drive the sun gets in my eyes and I get a headache.
3,For the last week I have had a severe fever.
9,I am not gaining weight Properly for the past 6 months. I take food properly
2,loss of strength
2,"I sleep good, i drink a lot of water and i eat very healthy but for some reason im always feeling tired."
7,I have been so thirsty that I end up consuming twice what I usually do- my general practitioner called my symptom polydipsia.
4,I have been having horrible head aches more than five times a month. They are very painful and I have a hard time trying to concentrate when I get them.
2,Sometimes I'll be driving to the store and I just get a sudden feeling of tiredness. Or I'll be walking in the house and suddenly just get so exhausted I have to lay down for a little bit.
2,"Even after a full nights rest, I still feel exhausted throughout the day"
7,"It's very unusual for me, but I'm just excessively thirsty all the time."
8,My heart feels like it's beating faster than it should.
9,I've lost a large amount of weight over the last several months without dieting and am concerned that something is wrong.
0,"There can be times when I'm getting ready for work and I cannot breath, as if there isn't any oxygen available."
2,My whole body just aches and pain and I'm tired all the time.  It's been going on now for a few weeks.
9,inability to gain weight
0,"The slightest exertion makes me short of breath, even just making my bed."
5,Going out to a restaurant is always difficult because my friends and family will notice my acid reflux triggering itself as I eat my meal.
4,Lately I've been having headaches that feel like a ton of pressure right to my forehead.
0,cant breath
8,"I'm worried, I've not done anything strenuous but my hearts racing."
6,I noticed a lump at the bottom of my foot this morning. It is red and swollen and hurts to walk on it because it is on the bottom of my foot.
9,I am losing weight without dieting or changing my eating habits. I don't know  why this is happening
2,My body aches all of the time.
3,Yesterday morning I awoke with a raised temperature. I felt tired and sore all over.
2,get tired fast
7,constantly very thirsty
3,I feel like I've had a fever these last few days. I'm frequently cold and will get shivers. my face feels flushed
5,I have a lot of acid reflux and heartburn often.
0,"Lately I have been trying to engage more in physical activity, but yesterday when I was running I noticed that when I attempted to run a little faster I just can't breath."
8,Sometimes I feel heavy rapid heartbeat.
6,lump at thighs
8,"My heart has been racing, I can feel it working overtime and pumping very rapidly."
