label,text
fatigue,"The past month or so, it's become apparent that I am running out of energy and feeling really tired which isn't common for me."
dyspnea,uncomfortable breathing
polydipsia,"I have been feeling thirsty all the time, I believe it's polydipsia"
epistaxis,nasal hemorrhage
heartburn,I feel as though I have bad heartburn.
polydipsia,I feel like I can never get enough to drink.
tachycardia,"Sometimes, I am just relaxing in the office and I experience a rapid heart rate"
fatigue,I got home walking and I feel tired.
fever,"Every evening, I feel like I have a raised temperature. I sit down at the end of the day and feel like I'm suddenly running a fever. It may be hormonal or a result of exhaustion."
headache,I have noticed over the past month my forehead often feels tight and tingle during the day.
fever,"My temperature is really high, I have a fever."
epistaxis,"I am watching TV, and suddenly I see blood come out my nose."
dyspnea,I've been having a hard time breathing and it feels like something is sitting on my chest.
headache,I feel a throbbing headache in the front of my head.
headache,Whenever I drive the sun gets in my eyes and I get a headache.
polydipsia,Going to college and meeting up with the wrong types of people is definitely what helped trigger my excess drinking.
fever,pyrexia
polydipsia,excess consumption of fluids
headache,I have been having headaches often every day. It has been making it hard for me to function.
mass at lower extremities,I noticed a lump under the skin at my hip.
dyspnea,"This morning, I am having a hard time to breath. Especially when I lay down."
fatigue,"I feel tired all the time, and my body aches."
fatigue,"I recovered from CVID months back,
 but still I feel body ache even now after doing lightest of work."
fatigue,lack of energy
fatigue,I'm constantly tired.
fatigue,I just always feel tired when walking around and don't want to do anything.
headache,There is a pain in my head or face.
heartburn,It feels really hot in my chest after I eat certain foods.
fatigue,Feeling Of Tiredness
epistaxis,Some times I wake up and I have blood on my nose and pillow. My brother has the same problem. There is no injury.
dyspnea,"I have been struggling with dyspnea for some time, which affects my ability to breathe comfortably."
fever,I started feeling ill a few days ago and now I’m feeling febrile.
weight loss,weight loss
polydipsia,I am always thirsty. I am drinking about a gallon of water an hour. I just have an extreme thirstiness all the time.
fatigue,im tired all day lately no matter what i do or how much i sleep.
fever,My temperature has been very high for the last 3 days.
fatigue,I AM A SHORT GIRL AND I AM EATTING WELL BUT I FEEL VERY TIRED FASTLY AND MY EYES ARE RED
fatigue,I just don't have any get up and go anymore and don't know why I have lethargy.
weight loss,"I have been eating 1 meal each day, causing me to lose an inappropriate amount of weight."
weight loss,I have lost a significant amount of weight in a short period of time.
epistaxis,There’s blood pouring out my nose doc. You have to stop it immediately.
epistaxis,I have noticed over the past month I often have nose bleeds.
fatigue,I can't seem to muster up the energy to do daily tasks.
weight loss,I am lighter now than I used to be.
fatigue,I always feel so tired.
epistaxis,Blood from my nose keeps flowing down
weight loss,"I have lost a lot of weight recently, but I am not on a diet."
tachycardia,"I have been diagnosed with an accelerated heart rate, tachycardia."
fever,High Temperature
fever,"I feel hot and cold, I think I have a fever. My whole body has hot flashes and then chills."
epistaxis,"I was napping and when I stood up, I had a nosebleed."
dyspnea,I've been having difficulty breathing the last couple of days.
mass at lower extremities,I have a lump on my foot.
polydipsia,I get up thirsty every night and have to drink at least two glasses of water. It seems my thirst is excessive.
mass at lower extremities,I have a large mass on my left leg all of a sudden.
weight loss,I have an issue with unexpected weight loss.
fever,My fever is making me feel quite ill.
mass at lower extremities,My hip feels heavier than usual.
fatigue,I am having trouble focusing at college due to fatigue.
fatigue,I have a lot of work but I feel extreme laziness.
heartburn,There is a burning sensation in my chest that is getting worse.
fever,The fever is causing a lot of emotional distress.
epistaxis,My epistaxis symptoms make it difficult for me to engage in my daily activities.
fever,I have been carrying a fever for a week now and my temperature is very high.
fatigue,loss of strength
heartburn,My chest is burning with heartburn.
heartburn,I'm hoping this heartburn will go away soon.
fatigue,"Even after a good night's rest, I am still tired all day"
dyspnea,breathless
headache,There is a lot of pressure in my skull.
tachycardia,I feel like my heart is skipping a beat.
tachycardia,Even when resting I feel like I get a rapid heart rate randomly
dyspnea,Difficulty Breathing
weight loss,I have noticed a decline in my weight.
fatigue,bodypain
mass at lower extremities,There is a mass on the top of my left foot.
polydipsia,"I am not doing anything differently than normal, I exercise a regular amount, but I am always thirsty!"
fatigue,lazy
dyspnea,I am having trouble breathing in.
dyspnea,I took a walk around the block and noticed that I was having trouble breathing.
heartburn,"After eating, I've noticed a burning in my chest."
mass at lower extremities,I have a mass on my knee.
headache,It seems when I am bending over to pick things up I have forehead pressure and it is uncomfortable.
heartburn,I've been experiencing a great deal of heartburn after meals and I'm concerned about possibly having acid reflux.
dyspnea,"When I get up and start to walk to the bathroom, by the time I am half way there I am already winded, and find it hard to breath."
heartburn,My heartburn symptom is getting worse with spicy food.
heartburn,cardialgia
epistaxis,"When I start breathing heavy, I get a nosebleed"
polydipsia,polydipsia
headache,The last couple of days I have had like a throbbing feeling around my forehead.  It doesn't happen all the time.  Only when I bend over like when I'm getting food out of the oven.
epistaxis,I am experiencing blood loss from my nose at an unexpected rate because I already had two nosebleeds this week.
tachycardia,I have been suffering from tachycardia for some time now.
epistaxis,epistaxis
fatigue,"During the lockdown I went into depression, and now when I am back to work, I always feel tired."
dyspnea,I am having difficulty with breathing.
fatigue,My body has a constant feeling of being tired. It is hard for me to work or walk long distances such as going grocery shopping. I feel the constant need to sit down or lay down.
fever,high temperature
fever,I always have a fever and high temperature.
polydipsia,I've noticed that I am always thirsty.
heartburn,reflux
dyspnea,"I have been dealing with dyspnea, a condition that affects my ability to breathe properly."
headache,head pain
fever,I have hyperthermia I drink water three times of the day I got a fever I feel dehydrated.
headache,My head hurts.  It starts in my eyes and feels like it goes back to my brainstem.  Its excruciating.  Ive been taking aspirin but it doesnt help much.  It comes and goes but when it happens im pretty much done for the day.
dyspnea,Over the past month I have experienced feeling suffocated after I eat lunch.
epistaxis,I bumped my nose today and lost a lot of blood from it. I was bleeding from my nose for awhile.
fever,"fever, unspecified"
dyspnea,I feel short of breath frequently.
polydipsia,"I have been experiencing excessive thirst, I think it's polydipsia"
fever,My body feels warm to touch
weight loss,"I have not changed my diet or exercise routine, yet I appear to be steadily losing weight."
mass at lower extremities,"Mass At The Hip, Thighs, Legs Or Feet"
tachycardia,I have been diagnosed with tachycardia.
mass at lower extremities,I have a lump in my leg
fever,"I just don't like myself. I feel weird and chilled and out of my head, so I used a home thermometer, which showed a raised temperature."
dyspnea,"I just can't seem to breathe normally, like no matter what I do I feel breathless. Even if I'm just laying down I just can't seem to catch my breathe, it's like I'm constantly running full speed, even if I'm not moving."
headache,"I've been experiencing daily head pain that won't go away, and it's very distressing."
fatigue,I feel drained of all my strength.
headache,The pain from my headache is intense.
mass at lower extremities,My ankle feels like there's a mass in it
mass at lower extremities,There is a mass on the back of my left leg.
fatigue,My body aches all of the time.
dyspnea,I have to take shallow breaths because deep breaths are too hard.
headache,I feel like there's the sensation of pins in my head
heartburn,"I think I'm experiencing heartburn. I notice it after I eat certain foods, but it feels like a burning in my chest."
fever,My body is hot to the touch.
fatigue,The fatigue is taking a toll on my energy levels.
fever,I think I am running a fever. I don't think I have been exposed to Covid.
fatigue,I am often feeling of tiredness. I grew dozy.
dyspnea,"When I walk up a short number of stairs, I have difficulty breathing."
heartburn,I can't seem to get rid of this heartburn.
epistaxis,I keep getting nosebleeds in the middle of the night
fatigue,Over the past month I have experienced an increase in feeling overly exhausted.
weight loss,abnormal weight loss
mass at lower extremities,I noticed a lump in my leg this morning while I was shaving my legs.
dyspnea,dyspnea
epistaxis,My nose keeps having blood coming out of it
dyspnea,"My dyspnea diagnosis has been difficult, as it affects my ability to engage in physical activity."
mass at lower extremities,The mass at my lower extremities is causing a lot of discomfort.
epistaxis,"I have been diagnosed with epistaxis and it affects my nose, causing frequent nosebleeds."
mass at lower extremities,I went hiking the other day and tripped over a tree root.  I think I rolled my ankle as there seems to be a mass on my lower extremities along with bruising and severe tenderness.
dyspnea,It feels like I need more air all the time.
tachycardia,If I sit for awhile I start having rapid heart rate.
fatigue,I am very fatigued every day. I am constantly tired.
headache,left half head pain
polydipsia,I have polydipsia and I have been told it's a symptom of some condition
dyspnea,"Sometimes, for no reason, I have a hard time breathing."
fatigue,"Throughout the day, every day, I am tired, even when I get enough sleep at night."
headache,It's been hard for me to concentrate because I've been feeling forehead tension
fever,My temperature has been very high for about a week.
fatigue,I have a lot of fatigue and it's really bothering me.
fatigue,bodyache
dyspnea,"I was started to feel like I couldn't breathe, almost like I was suffocating."
fatigue,Over the past month I have experienced an increase in overall bodyaches.
polydipsia,I constantly need to drink. I feel that my mouth is very dry. I drink more than 5 liters per day. I just can't stop drinking.
mass at lower extremities,I am concered that there is a large size mass in my thigh that I have never seen before.
dyspnea,air hunger
mass at lower extremities,I was putting on my pants when I noticed I had a large lump on my thigh.
weight loss,I need to take action to address my weight loss.
headache,severe headache high pain in my head and eyes
tachycardia,rapid heartbeat
dyspnea,"I haven't been able to breathe correctly. It feels like my lungs are restricting and only little air is coming through. I can't get up and move for long periods of time otherwise, I  experience shortness of breath and feel dizzy."
mass at lower extremities,I went swimming a few days ago and have been wondering about this mass at my thighs ever since.
weight loss,not gaining weight
mass at lower extremities,legs or feet
weight loss,I feel like I have a loss of energy when I wake up and I have been eating trying to gain weight by eating bananas and more protein but it does not seem to be helping me gain weight. Instead it seems like I am losing more than I am gaining.
epistaxis,Sometimes I get unexpected nosebleeds and I don't know why.
weight loss,I have noticed that I have been unintentionally losing a lot of weight and I am now underweight.
epistaxis,I have a tendency to have bloody noses.
polydipsia,I am thirsty all the time and drink excessive amounts of water.
polydipsia,I have what constant excessive thirst. I drink all the time throughout the day and I'm still always thirsty.
headache,I've had a severe migraine for awhile now. The pain is really bad in my head
headache,I’ve had the worst pounding headaches every morning.
heartburn,"Even when I have not eaten, or sometimes just after, I get heartburn and have to put sodium bicarbonate under my tongue and on my venal vein in the front of my mouth to find relief."
epistaxis,nosebleed
dyspnea,Over the past month I have experienced an increase in dyspnea while I am walking outside.
headache,Yesterday I spent all day out in the sun working on yard work. My the time I went to bed my head hurt. I took some tylenol but it still hurt this morning. I took more tylenol but my head still hurts.
tachycardia,My heart rate is very high.  I haven't been running or exercising this morning.  I had to stop washing the dishes when I had a dizzy spell.
heartburn,Most of the time after I eat or drink something a get heartburn.
heartburn,I have a discomfort sensation behind my breastbone
fatigue,I have been feeling very lazy lately and haven't felt like doing anything.
epistaxis,When I jog I always get a nosebleed
headache,My head hurts a lot especially in the morning.
headache,It feels really tight around my forehead area.
fatigue,Lately i've been noticing ive been feeling really fatigued and unmotivated
polydipsia,Everyday I was up and my mouth is super dry and I have polydipsia. I can down at least 2 bottles of water as soon as I wake up.
fatigue,I haven't gotten around to any household chores and rarely leave the house anymore as I am feeling tired.
fatigue,I'm so exhausted all the time - I have no energy at all
fatigue,I have noticed over the past month that my strength has decreased during most days.
heartburn,When I eat I feel like it is sort of coming back up and kind of burns like I am supposed to burp but can't.
tachycardia,"Lately, I've noticed that my heart rate is up very high. It causes me to have major anxiety attacks."
fatigue,I am feeling quite fatigued today.
heartburn,I didn't hungry at all. I keeping feel burning in my stomach. It is getting worse after having meal.
weight loss,losing weight unintentionally
dyspnea,Just walking to the mailbox I'm back is making me breathless.
mass at lower extremities,The mass at lower extremities is driving me crazy.
headache,I have pain in my head that doesn't stop
tachycardia,My pulse is rapid and I am having trouble relaxing.
heartburn,Doctor woke up with this heavy feeling in my chest felt like it was on fire and i couldn't stop the pain i was feeling in my chest.
weight loss,"I've been losing weight steadily, without even trying."
fever,"I can't seem to cool down, I have increased body temperature throughout the day and night."
epistaxis,I have been experiencing nosebleeds when I stand up too quickly.
tachycardia,I have a medical condition known as tachycardia.
polydipsia,I have been observing polydipsia
fatigue,I feel like I don't get enough sleep.  When I wake up in the morning I can't get going.  I feel sluggish and slow and I have a hard time walking around or doing chores.
weight loss,"My weight is decreasing for no reason. I am tried to eat more than usual to gain weight, but it won't work."
tachycardia,"I have a rapid heartbeat, a characteristic of tachycardia."
weight loss,I have had problems with insufficient weight of late as if all of a sudden anything I ate didn't seem to matter at all
headache,"Hi doctor, I am coming in today because i have had this headache that has not gone away for a few days, certain lights make this headache worse. I have tried taking tylenol, checking my blood pressure and that is normal. Can you help me get rid of it."
fatigue,The fatigue is making me feel weak and sluggish.
mass at lower extremities,There's a noticeable bump located on my foot
weight loss,My body looks thinner and weaker
fatigue,Don't feel like getting up in the morning or do simple tasks.
fatigue,My fatigue is making it hard for me to focus.
polydipsia,I have polydipsia for the past few days
fever,My fever is becoming unbearable and affects my overall health.
tachycardia,"I have a condition known as tachycardia, which affects my heart rate."
polydipsia,I am constantly feeling thirsty and reaching for water.
fever,"I've recently begun feeling much hotter than usual, even when I'm not even exerting much energy.  I feel like I'm running a fever, but I do not think I am sick."
fatigue,"I am tired all the time, even if I haven't been doing much."
dyspnea,I have to pause frequently when speaking to catch my breath
fever,"My kid has a fever, he is very restless."
headache,I woke this morning I noticed I am having aches all over my body
mass at lower extremities,"I've been seeing a doctor for my mass at lower extremities, but it's not helping."
dyspnea,shortness of breath
headache,When I'm in the noisy place my head hurts very bad.
headache,Sometimes when I am trying to read I get pain and forehead tension.
tachycardia,Sometimes thinking of anything else makes me heartbeat raise and not to do any work
fatigue,having no energy
weight loss,"I keep trying to put on weight, but no matter what I do, it seems like I just keep losing weight."
fatigue,I am having a hard time staying awake due to fatigue.
headache,I was just sitting and I felt pain in my head.
headache,I have a throbbing feeling in my head.
dyspnea,"Once in awhile at night while sleeping , I wake up feeling like I am suffocating and can't breathe."
fatigue,"Even after a full nights rest, I still feel exhausted throughout the day"
mass at lower extremities,I have a lump on my foot that I am concerned about.
epistaxis,I get nosebleeds at random times for no reason
mass at lower extremities,I feel like I have a big knot or multiple knots on the back of my thigh.
fatigue,"I started this new medication and I am still having the same result..... Tiredness, no energy."
fatigue,My body feels heavy and fatigued.
fatigue,exhausted
mass at lower extremities,I have a mass at legs and it is hard to walk.
headache,head hurts
fatigue,I have been feeling super tired lately.
fatigue,"My long-standing fatigue is becoming so annoying, shall I take vitamines?"
tachycardia,"tachycardia, unspecified"
headache,I have head pain that feels like a migraine. It is worse with bright lights.
polydipsia,I feel thirsty always. My tongue gets parched soon. I have Excessive Thirst.
heartburn,I have an irritation in my esophagus from acid
fatigue,"At times, I'm doing nothing and an overwhelming sense of tiredness will come over me."
headache,My feet don't hurt but the pain is painful at my head.
heartburn,I have been experiencing heartburn and reflux.
fatigue,I've noticed lately whenever I do the smallest of things I start to feel really tired very quickly
dyspnea,suffocation feeling
fatigue,"Hello sir, my age is 32 years now and i don't very active in my daily life. But when i want to do something i easily feeling tired. Is that any serious about for it ?"
fatigue,For the last week my body has been feeling tired and weak.
tachycardia,Tachycardia is causing me discomfort and stress.
mass at lower extremities,I have a weird lump on my thigh I'd like you to take a look at.
tachycardia,When I took this supplement I got tachycardia.
mass at lower extremities,The mass at lower extremities is unbearable.
heartburn,I keep getting this burning sensation in my chest whenever I go to lay down at night.
weight loss,"I've been eating quite a bit, yet I have lost 25 pounds. I'm not sure why."
weight loss,I've lost about 20 pounds over the last month or two. I have not been working out or dieting.
fever,The fever is making it hard for me to participate in physical activities.
fatigue,I'm always tired and my body aches.
fatigue,I have no energy.
fever,I have a temperature that's higher than normal.
mass at lower extremities,"I have a mass at my hip, it is like a bulge that I don't know where it came from."
headache,I've got a pounding headache.
epistaxis,bleeding from the nose
mass at lower extremities,"I have a mass in my lower extremities, it's a mass at lower extremities."
mass at lower extremities,I have a lump on my foot and it’s painful to walk on it.
mass at lower extremities,I hit my thigh on the dresser that left a bruise. Now there is a mass where the bruising was.
heartburn,Every night after dinner I get really bad heartburn.
fatigue,I am experiencing overwhelming fatigue that affects my daily activities.
heartburn,I'm having this feeling of burning pain in my stomach.
polydipsia,Doctor I think I am suffering from chronic ingestion of large volumes of water and I have always felt thirst for this.. Is it a very harmful thing?
mass at lower extremities,I have noticed a lump on my thigh
fever,hyperthermia
weight loss,My clothes have become looser.
dyspnea,My dyspnea has caused difficulty in breathing and shortness of breath.
fatigue,Sometimes i'm do lot of work so I get feeling tiredness in my body.
weight loss,I need to get this checked out as I have lost a lot of weight without trying.
fever,"Even though it was 85 degrees yesterday, I had shivering chills all day long"
mass at lower extremities,lump at legs
weight loss,"I keep losing weight, even though I have been eating even more than usual lately, I wake up and see that I have lost several pounds in my sleep."
headache,Throughout the day I will feel these aches and pains that I feel would be normal if they didn't bother me so much.
headache,A long and persistent headache that the over the counter medicine is not having any impact on.
epistaxis,"I struggle with epistaxis, which affects my nose and causes frequent nosebleeds."
fatigue,"I just don't feel like doing anything.  It's not like I'm sick, just lazy."
epistaxis,"My nose is bleeding alot, everyday."
dyspnea,feeling suffocated
weight loss,"I haven't changed anything about my diet or exercise level, but I've been losing weight. It's happening pretty quickly, and I'm getting worried."
fever,Whenever my blood pressure gets up I get goosebumps.
fatigue,I just have no energy to do anything at all. I am completely and utterly exhausted.
mass at lower extremities,"The mass at my lower extremities is concerning, it's a mass at lower extremities."
tachycardia,I was checking my blood pressure the other day and I noticed that I had a fast pulse.
fatigue,I feel like I need something more to make up for having no energy
mass at lower extremities,mass at the hip
mass at lower extremities,My hip seems to have a lump in it.
dyspnea,My chest feels heavy like I have something squeezing the breath out of me.
tachycardia,"My heart beat feels rapid even when I'm not doing anything particularly active,"
weight loss,unexpected weight loss
polydipsia,I feel that I have a towel in my throat
epistaxis,Nosebleed
fatigue,"I have been feeling like I have no energy, like I  just cant get enough sleep"
dyspnea,I am having a hard time breathing. It is hard for me to breathe.
dyspnea,I was having an arguement with someone the other day and all of a sudden I got this suffocation feeling.
heartburn,acid regurgitation
tachycardia,"Whenever i stand up or sit down, i get like this sensation that my heart is beating out of control.  Its frightening.  Sometimes it happens in the shower so i have to stop and wait for it to go away.  I exercise regularly and it never happens during exercise."
mass at lower extremities,I can feel the mass at lower extremities coming on.
epistaxis,"I have been diagnosed with epistaxis, a condition that affects my nose and causes frequent nosebleeds."
headache,Certain lights and colors is making the left side of my head hurt.
weight loss,"Over the past month I have not changed the way I eat, the amount I eat or the variety of foods that I eat. My exercise levels have been very consistent over the past month as well. This morning when I did my weekly weight check I noticed I had experienced a sudden weight loss. I cannot explain this sudden weight loss based on any lifestyle change I have made recently."
fatigue,low energy
mass at lower extremities,I have a large mass growing on my left leg.
headache,It makes me think of calling the doctor when I start to feel a sensation of tightness around the forehead.
polydipsia,I can never drink enough water! I haven't even been working out!
dyspnea,"The slightest exertion makes me short of breath, even just making my bed."
weight loss,My body has become leaner.
tachycardia,Tachycardia has been affecting my daily life.
fever,"I have been experiencing a fever. After I worked in the rain, I think I got the cold and now I can't get rid of this fever. I constantly feel like I am cold but my body feels extremely hot."
tachycardia,my heart seems to be beating at irregular pace
fever,shivering chills
fatigue,I have been experiencing fatigue for the past few days.
headache,I am experiencing aches everywhere.
polydipsia,"I have noticed that I have been drinking more water than usual, it's polydipsia"
tachycardia,Even when I am sitting still I think I notice a rapid heart rate.
fever,I'm experiencing a rise in body temperature.
polydipsia,I've been experiencing polydipsia
mass at lower extremities,I have this bump on my leg.
heartburn,pyrosis
weight loss,underweight
epistaxis,My niece prone to nosebleeds at night and I am unsure what to do at home to prevent it
tachycardia,heart beats fast
fatigue,"Doctor, I have no energy.  I am tired all the time and just don't have the energy to clean house or anything."
fatigue,I feel tired all over.
dyspnea,I struggle to take a breath in while I'm running or exercising.
dyspnea,I find it hard to breathe when I walk
tachycardia,rapid heart rhythms
weight loss,I have noticed a reduction in my overall body mass.
weight loss,"I have been eating a lot more to try to fill out but no matter what I do, I can't get the pounds to stay on"
polydipsia,"I am so thirsty all the time, no amount of water helps."
heartburn,"Whenever I had snacks before taking food, I feel burning sensation in the middle chest after taking food. why?"
weight loss,I have lost mass from my body.
epistaxis,Over the past month I have experienced nose bleeds that last 2-3 hours each time.
fever,I was feeling feverish and my forehead was hot and when I took my temperature it was well over 100 degrees
fatigue,My whole body just aches and pain and I'm tired all the time.  It's been going on now for a few weeks.
headache,The pressure in my head from this headache is unbearable.
headache,I can't stand this headache any longer.
tachycardia,After working out I have a very rapid pulse.
polydipsia,Don't know why my body keep asking me for more waters.
fatigue,"Lately I haven't had much energy, I've been experiencing fatigue and lethargy."
tachycardia,I am having extremely fast pulse even after a small walk.
dyspnea,I feel like I'm gasping for air.
dyspnea,I can't take a breathe and it feels like I'm out of breath
polydipsia,I have been experiencing polydipsia for some time now
heartburn,I wish this heartburn would just disappear.
heartburn,Affected by pyrosis before few months.
heartburn,"There has been a burning feeling in my chest and throat lately, especially when I lay down at night."
polydipsia,I am thirsty always. Why did I get this excessing thirst suddenly?
dyspnea,I ate some fish last night and it was very hard for me to breathe afterwards.
fatigue,"I feel super tired, or malaise."
epistaxis,I have been having a bleeding nose and I am not certain why.
headache,My head feels like it is being squeezed.
polydipsia,"I am always dehydrated, my throat is sore, and am always thirsty."
polydipsia,"I have been excessively thirsty lately, not sure what's going on."
epistaxis,My nose wont stop bleeding!
dyspnea,"I struggle with dyspnea, which affects my ability to breathe comfortably."
fatigue,Over the past month I have experienced an increase of tiredness during the day.
dyspnea,"I have been diagnosed with dyspnea, a condition that affects my ability to breathe."
heartburn,There is a burning feeling in my throat.
polydipsia,I wake with excessive thirst
weight loss,"Every time I weigh myself, I see that I have lost weight. I have been eating the same as usual, and even a little more than previously with my two desserts per night now."
fatigue,malaise and fatigue
tachycardia,My pulse is elevated and I can feel it strongly.
polydipsia,Is polydipsia serious?
tachycardia,My heartbeat is rapid and noticeable.
polydipsia,constantly need to drink water
fatigue,I feel like i am constantly exhausted from morning to night no matter what i do im always tired.
dyspnea,"Whenever I am casually walking, I have a sudden onset of shortness of breath. I have tried sitting for a moment, but I continue to experience shortness of breath even when I am sitting down and not active."
weight loss,I have noticed that I've lost weight recently.
dyspnea,"My dyspnea diagnosis has been a difficult journey, as it affects my ability to breathe."
fatigue,When driving my arm starts to feel really weak. I'm not able to turn the steering wheel correctly anymore.
dyspnea,I feel like I am in need of oxygen.
fatigue,"Even when I'm fully rested, I'm just so tired. I could just be sitting  on the couch and I'm tired."
dyspnea,"No matter how deep of a breath I take, it feels like my lungs want more"
mass at lower extremities,For the past year there has been a mass at my hip
polydipsia,I have polydipsia and have been advised to see a doctor
dyspnea,"Everytime I try to walk to the store, I find it difficult to breath."
dyspnea,I experience difficulty breathing and shortness of breath due to my dyspnea.
weight loss,"Even though I have been eating alot lately, I keep losing weight."
heartburn,I can feel heartburn coming on.
polydipsia,Since yesterday I noticed that am having excessive thirst.
heartburn,I've been having a lot of burning pain that it feels like it's coming up my throat.  It's like everytime I eat Hot Sause or something really spicey that I feel this way.
fatigue,ive been super super tired lately
heartburn,I have had heartburn for several days now and it is affecting my work.
headache,I have an ache on the left side of my head
weight loss,I have lost inches in my waistline.
epistaxis,Blood starts running out of my nose after I sneeze and some times when I'm in a hot shower.
weight loss,"No matter what I eat and in what quantity, my weight is always insufficient."
tachycardia,I have noticed over the past week that my heart seems to be racing.
weight loss,i feel very free after my weight loss
fatigue,My body feels weak even after I've done nothing hard all day
headache,My headache is driving me crazy.
dyspnea,dyspnoea
headache,"My brain aches. It feels like shooting, stabbing fire pokers in my head."
polydipsia,I am drinking a lot more water than usual.
mass at lower extremities,I got this bump on my foot.
headache,"Sometimes when I am working too hard or after a long day, I start to notice that I get a head ache and want to lay down."
fatigue,"I feel like it doesn’t matter how much sleep I get, I constantly have a lack of energy."
dyspnea,I feel like I have a constant tightness in my chest.
headache,I have been having frequent migraines.
dyspnea,"I am having trouble taking breaths. Letting the air out is not a problem, but inhaling is."
headache,I was walking down my stairs when my foot got caught and I tripped. I fell head first to the hardwood floor and have had forehead tension since.
tachycardia,a heart rate thats too fast
heartburn,I have been getting acid indigestion everyday after I eat and when going to sleep at night.
heartburn,I think I might have eaten something that's giving me heartburn.
fever,Dr. my fever is high.  I can't seem to get it down but it's been high since yesterday afternoon.
heartburn,heartburn
headache,"I've been taking medicine for my headache, but it's not helping."
fever,I have had a cold for several days and now I feel like I have a fever. I keep getting chills off and on.
heartburn,Going out to a restaurant is always difficult because my friends and family will notice my acid reflux triggering itself as I eat my meal.
fever,I have had a cold for several days and keep getting the goosebumps off and on.
tachycardia,"My heart has been racing, I can feel it working overtime and pumping very rapidly."
dyspnea,I feel like I'm suffocating.
tachycardia,"Sometimes when I'm sitting relaxing, not doing anything, I notice my heart beating really fast for no reason."
mass at lower extremities,I have a bump on my shin.
headache,migraine
mass at lower extremities,I think I might have a medical condition that's causing this mass at my lower extremities.
dyspnea,I cannot enjoy walking my dog because I have a hard time breathing.
dyspnea,I have been having trouble breathing when doing regular daily activities.
weight loss,unexplained weight loss
mass at lower extremities,"There is a bump on my leg, right above the knee. I think I hurt myself without noticing yesterday."
polydipsia,"I have been noticing that I have been drinking a lot more water than usual, I believe it's polydipsia"
weight loss,I have shed pounds.
weight loss,I eat plenty of food and drink protein shakes but I still cannot gain weight.
heartburn,"After I eat, I get this burning pain in my stomach. Sometimes it causes me to throw up in my mouth."
heartburn,"I have had a cold for about a week, nothing out of the ordinary. Now I am having a lot of discomfort in my throat."
fever,I feel heat in my body
heartburn,heartburn
fatigue,I am struggling with severe fatigue that interferes my sleep.
fatigue,The past few days I've been feeling really tired and lethargic.
epistaxis,I wiped my nose and there was blood on the kleenex.
mass at lower extremities,"Compare to my upper body, which is normal in size, there happens to be a mass at lower extremities."
tachycardia,When i awoke this morning I felt like my heart was rapidly beating out of my chest! I tried to take my pulse but my heart was pounding so hard i couldn't focus. I thought i was having a heart attack so i rushed here
tachycardia,My heart feels like it is beating faster than it usually does.
weight loss,I am eating regularly everyday. But somehow I am experiencing the weight loss. I tried to eat more but my weight is still decreasing.
fatigue,"I recently recovered from flu, but now suddenly I am experiencing loss of strength in my muscles."
headache,"Ive been getting these headaches, but theyre not normal headaches.  Its only on the left side, and not like a migraine its on the top.  It feels like someones stepping on the top of my brain.  It makes me dizzy and i have trouble thinking and concentrating."
headache,I’m having headache and high fever at the same time
fatigue,I have been very tired and exhausted lately and don't know why.
fatigue,lethargy
headache,sensation of tightness around forehead
fever,I am experiencing a fever and it's really bothering me.
headache,I have a pounding sensation in my skull.
fever,I have been experiencing a fever for the past four days.
dyspnea,hard time breathing
weight loss,I have experienced significant weight loss recently.
dyspnea,I can't tolerate minimal exercises due to dyspnea.
polydipsia,I cant get enough water. No matter how much I drink I always feel like I need more.
fever,I am running a fever and I am cold and I can't stop shaking.
polydipsia,Don't know even after drinking 4 to 5 liters of water i always feel like my body need more water.
dyspnea,I am having trouble breathing.
fever,I do not feel very well and I believe I have a fever.
mass at lower extremities,I noticed a lump at the bottom of my foot this morning. It is red and swollen and hurts to walk on it because it is on the bottom of my foot.
polydipsia,I have been diagnosed with polydipsia
weight loss,insufficient weight
epistaxis,Every time I go jogging I get a nosebleed.
dyspnea,"Lately I have been trying to engage more in physical activity, but yesterday when I was running I noticed that when I attempted to run a little faster I just can't breath."
mass at lower extremities,I have a mass growing on my right upper hip area.
fatigue,I have a lot to do but I just feel so lazy.
fatigue,My body has been in pain lately and I have been very tired.
weight loss,I keep losing weight even though Im eating more to gain weight.
dyspnea,Over the past month I have experienced an increase in dyspnea while I sleep.
fatigue,"I feel really tired all of the time, even in the morning, or just after exercise."
fatigue,I have to force myself to do things because I'm so tired.
heartburn,gastroesophageal reflux
headache,my headaches have been getting worse
fever,raised temperature
weight loss,"I've been losing a lot of weight recently even when eating properly and trying to gain weight, people have noticed the drastic change of my weight and I'm not sure what the cause of this is."
mass at lower extremities,mass at legs
tachycardia,After doing light physical activity I noticed that my heart rate was very fast.
weight loss,Doctor i eat a lot but can't seem to gain any weight
epistaxis,epistaxis
headache,My headache is so bad that I can't even think straight.
epistaxis,Strenous exercises cause me severe epistaxis.
headache,I'm hoping this headache will go away soon.
weight loss,inappropriate decrease in body weight
headache,"I have head pain, congestion, and a sore throat for the past week."
heartburn,I feel like there is a fire in my chest.
heartburn,burning sensation in the middle chest or upper abdomen
