phase,id,name,simple_name,description,Category,synonyms,question,gender,is_searchable,is_askable,neo4j_id,types
,766,Gallbladder cancer,,Gallbladder is a sac located under the liver,Disease / Medical Condition,"Biliary tract cancer, Gallbladder carcinoma, Cholangiocarcinoma, Gallbladder neoplasm, Bile duct cancer, Cholangioma, Gallbladder malignancy, Biliary cancer, Gallbladder tumor",Have you been diagnosed with {gallbladder}[Gallbladder is a sac located under the liver] cancer?,both,False,True,481,"disease, etiology"
,765,Hyperlipidemia,High levels of fats in blood,High levels of fats in blood,Disease / Medical Condition,"high levels of fats in blood, high levels of lipids in blood, high levels of cholesterol in blood, high levels of triglycerides in blood, increased levels of blood lipid, increased levels of blood fats, increased levels of blood cholesterol, increased levels of blood triglycerides",Do you have {high cholesterol}[A total cholesterol level of 240 mg/dL (6.21 mmol/L) or greater is high]?,both,False,True,68,"etiology, symptom"
,762,Past history of myocardial infarction,History of heart attack,History of heart attack,Disease / Medical Condition,"previously diagnosed with myocardial infarction, a past record of myocardial infarction, myocardial infarction is part of the medical background, a previous occurrence of myocardial infarction, dealing with myocardial infarction before, having myocardial infarction in the past, a past diagnosis of myocardial infarction, experienced myocardial infarction at some point in life, myocardial infarction in the medical records, History of heart attack, History of MI, History of AMI, History of blood flow stop in the coronary artery ",Did you recently have a {heart attack}[Heart attack occurs when an artery that sends blood and oxygen to the heart is blocked]?,both,False,True,43,"etiology, symptom"
,760,Churg-Strauss syndrome,,"Cronkhite-Canada syndrome is a disease characterized by multiple small growths in the colon, loss of taste, hair loss, and nail growth problems",Disease / Medical Condition,"Eosinophilic granulomatosis with polyangiitis, EGPA,
Churg-Strauss granulomatosis,
Allergic granulomatous angiitis,
Eosinophilic vasculitis","Have you been diagnosed with {Cronkhite-Canada syndrome}[Cronkhite-Canada syndrome is a disease characterized by multiple small growths in the colon, loss of taste, hair loss, and nail growth problems]?",both,False,True,70,"disease, etiology"
,759,History of cardiac surgery,,Cardiac surgery is surgery of the heart or the large vessels connected to the heart,Procedure / Surgery,"previously undergone cardiac surgery, a past record of cardiac surgery, cardiac surgery is part of the medical background, dealing with cardiac surgery before, having cardiac surgery in the past, experienced cardiac surgery at some point in life, cardiac surgery in the medical records, had cardiac operation, had a heart surgery, history of cardiac procedure, history of heart procedure",Did you recently have {cardiac surgery}[Cardiac surgery is surgery of the heart or the large vessels connected to the heart]?,both,False,True,486,etiology
,754,Swelling in fingers,Enlarged fingers,Enlarged fingers,Symptom,"fingers swelling, enlarged fingers, bulge in fingers, protruded fingers, larger fingers, puffy fingers, change in fingers size, fingers becoming denser",Are any of your fingers {swollen}[Swollen meaning that it became larger or rounder in size]?,both,False,False,236,symptom
,750,Contact with sick person of Tuberculosis,,Tuberculosis is a serious bacterial infection that generally affects the lungs,Risk factor,"Contact with someone with TB, Contact with someone with Tuberculosis, Contact with someone with Phthisis,  Contact with someone with White plague,  Contact with someone with Koch's disease, Contact with someone with Tubercle bacillus infection",Have you ever been in contact with a person who has {Tuberculosis}[Tuberculosis is a serious bacterial infection that generally affects the lungs] or worked in areas with Tuberculosis?,both,False,True,71,etiology
,749,Wearing artificial nails,,Recently wearing artificial nails,Risk factor,"putting on acrylic nails, Wearing acrylic nails",Did you recently wear artificial nails?,both,False,True,240,etiology
,747,Exercising,,Exercising or engaging in any intense physical activity such as sports,Risk factor,"doing sports, Working out, Physical activity, Training, Fitness routine, Physical exercise, Physical training, Active movement, Physical fitness",Do you exercise or engage in any intense physical activity such as sports?,both,False,True,491,etiology
,745,Cocoa consumption,,"Recently eating chocolate, or having symptoms occur or worsen after eating cocoa products",Risk factor,"eating chocolate, consuming chocolate, chocolate intake, Cocoa products intake, eating Cocoa products ","Have you recently been eating chocolate, or have your symptoms occurred or worsened after eating cocoa products?",both,False,True,492,etiology
,743,Consumption of raw or poorly cooked fish,,Recently eating poorly cooked or raw fish,Risk factor,"Undercooked fish consumption, eating raw fish, Raw fish ingestion, Undercooked seafood ingestion, eating poorly cooked fish",Have you recently eaten poorly cooked or raw fish?,both,False,True,494,etiology
,742,Drug or substance abuse,,"Using street drugs, or misusing over-the-counter drugs",Risk factor,"using street drugs, Substance misuse, Substance use disorder, Drug addiction, Drug misuse, Substance dependence, substance addiction, Drug dependence","Have you been using street drugs, or misusing over-the-counter drugs?",both,False,True,495,etiology
,741,Family history of Diabetes Mellitus,,"Diabetes Mellitus better known as diabetes, is a disease characterized by high blood sugar levels",Family History,"Ancestral background of Diabetes Mellitus, Genetic heritage of Diabetes Mellitus, Inherited predisposition to Diabetes Mellitus, Diabetes Mellitus runs in the family, Diabetes Mellitus is prevalent in family, There is a familial link to Diabetes Mellitus, Diabetes Mellitus is present among relatives, Diabetes Mellitus has a familial association, Diabetes Mellitus is common in the family lineage, There is a family tendency for Diabetes Mellitus, Diabetes Mellitus is a familial trait, Diabetes Mellitus has been seen in multiple family members, mother had Diabetes Mellitus, father had Diabetes Mellitus, grandpa had Diabetes Mellitus, grandma had Diabetes Mellitus, family history of high blood sugar levels, family history of DM disease","Do you have a family history of {Diabetes Mellitus}[Diabetes Mellitus better known as diabetes, is a disease characterized by high blood sugar levels]?",both,False,True,74,etiology
,740,Family history of croup,,"Your parents, siblings or your children ever been diagnosed with Croup; an infection of the upper airway, which obstructs breathing and causes a barking cough",Family History,"Ancestral background of croup, Genetic heritage of croup, Inherited predisposition to croup, croup runs in the family, croup is prevalent in family, There is a familial link to croup, croup is present among relatives, croup has a familial association, croup is common in the family lineage, There is a family tendency for croup, croup is a familial trait, croup has been seen in multiple family members, mother had croup, father had croup, grandpa had croup, grandma had croup, family history of  laryngotracheobronchitis, family history of Laryngotracheitis, family history of subglottic laryngitis, family history of obstructive laryngitis,","Have any of your {first relatives}[First relatives refer to your parents, siblings or your children] ever been diagnosed with {Croup}[Croup is an infection of the upper airway, which obstructs breathing and causes a barking cough]?",both,False,True,496,etiology
,738,Recent testicular infection,,Infection in testicles,Disease / Medical Condition,"Recent testicular disease, acute epididymitis, Acute epididymo-orchitis, acute testicular infection, Acute orchitis, Recent scrotal infection, Acute infection of the testis, Recent inflammatory condition of the testicle",Have you recently had an infection in your testicles?,male,False,True,498,etiology
,737,History of deep vein thrombosis,,Deep vein thrombosis is the blockage of normal blood flow due to blood clot formation,Disease / Medical Condition,"previously diagnosed with deep vein thrombosis, a past record of deep vein thrombosis, deep vein thrombosis is part of the medical background, a previous occurrence of deep vein thrombosis, dealing with deep vein thrombosis before, having deep vein thrombosis in the past, a past diagnosis of deep vein thrombosis, experienced deep vein thrombosis at some point in life, deep vein thrombosis in the medical records, history of DVT, history of Thrombophlebitis, history of Blood clot in a deep vein, history of Lower extremity thrombosis, history of Upper extremity thrombosis, history of Iliofemoral thrombosis, history of Popliteal vein thrombosis, history of Calf vein thrombosis",Have you ever been diagnosed with {Deep Vein Thrombosis}[Deep Vein Thrombosis is the blockage of normal blood flow due to blood clot formation]?,both,False,True,499,"etiology, symptom"
,736,Hyperopia,Farsightedness,"Hyperopia or Farsightedness, is a common eyesight condition in which you can see distant objects clearly, but objects nearby may be blurry",Disease / Medical Condition,"Farsightedness, Long-sightedness Hypermetropia, Hypermetropism, Far-point refractive error, Positive refractive error, Distant vision problem, Far-sighted refractive error, Convex lens prescription, Inability to see close objects clearly","Have you been diagnosed with {hyperopia}[Hyperopia is a common eyesight condition in which you can see distant objects clearly, but objects nearby may be blurry]?",both,False,True,500,etiology
,735,Systemic Lupus Erythematosus (SLE),,"Systemic lupus erythematosus is a disease that can cause painful joints, joint swelling, unexplained fever, skin rash and several other symptoms",Disease / Medical Condition,"Disseminated lupus erythematosus, Discoid lupus, Autoimmune connective tissue disease, LE syndrome, Libman-Sacks disease","Have you been diagnosed with {Systemic lupus erythematosus}[Systemic lupus erythematosus is a disease that can cause painful joints, joint swelling, unexplained fever, skin rash and several other symptoms]?",both,False,True,75,etiology
,734,Use of dilating eye drops,,Dilating drops allow the doctor to examine the inside of the eye,Medication,"taking dilating eye drops, dilating eye drops Administration, Use of Mydriatic eye drops, Use of Cycloplegic eye drops,
Use of Tropicamide eye drops, Use of Tropicacyl, Use of Mydriacyl, Use of Phenylephrine eye drops, Use of Neosynephrine, Use of Atropine eye drops, Use of Isopto Atropine, Use of Isopto Homatropine",Have you used a {dilating eye drop}[Dilating drops allow the doctor to examine the inside of the eye] into your eyes recently?,both,False,True,502,etiology
,732,Endocarditis,Inflammation of the inner lining of the heart's chambers and valves,Endocarditis is an infection of the inner lining of your heart chambers and heart valves,Disease / Medical Condition,"Inflammation of the inner lining of the heart's chambers and valves, infection of the inner lining of your heart chambers and heart valves",Have you recently been diagnosed with {Endocarditis}[Endocarditis is an infection of the inner lining of your heart chambers and heart valves]?,both,False,True,503,"disease, etiology"
,731,Family history of acute angle closure glaucoma,,Acute angle closure glaucoma is a serious eye condition that occurs when the fluid pressure inside your eye rises quickly,Family History,"Ancestral background of acute angle closure glaucoma, Genetic heritage of acute angle closure glaucoma, Inherited predisposition to acute angle closure glaucoma, acute angle closure glaucoma runs in the family, acute angle closure glaucoma is prevalent in family, There is a familial link to acute angle closure glaucoma, acute angle closure glaucoma is present among relatives, acute angle closure glaucoma has a familial association, acute angle closure glaucoma is common in the family lineage, There is a family tendency for acute angle closure glaucoma, acute angle closure glaucoma is a familial trait, acute angle closure glaucoma has been seen in multiple family members, mother had acute angle closure glaucoma, father had acute angle closure glaucoma, grandpa had acute angle closure glaucoma, grandma had acute angle closure glaucoma, family history of AACG",Do you have a family history of {Acute angle closure glaucoma}[Acute angle closure glaucoma is a serious eye condition that occurs when the fluid pressure inside your eye rises quickly]?,both,False,True,307,etiology
,730,Inflammatory bowel disease,Inflammation of the colon,Inflammatory bowel disease is a general term that refers to the inflammation of the colon and rectum,Disease / Medical Condition,"IBD, Crohn's disease, ulcerative colitis, UC",Have you been diagnosed with {Inflammatory bowel disease}[Inflammatory bowel disease is a general term that refers to the inflammation of the colon and rectum]?,both,False,True,504,"disease, etiology"
,728,Family history of thalassemia,,Thalassemia is a blood disorder that causes your body to have less hemoglobin than normal,Family History,"Ancestral background of thalassemia, Genetic heritage of thalassemia, Inherited predisposition to thalassemia, thalassemia runs in the family, thalassemia is prevalent in family, There is a familial link to thalassemia, thalassemia is present among relatives, thalassemia has a familial association, thalassemia is common in the family lineage, There is a family tendency for thalassemia, thalassemia is a familial trait, thalassemia has been seen in multiple family members, mother had thalassemia, father had thalassemia, grandpa had thalassemia, grandma had thalassemia, family history of Mediterranean anemia",Do you have a family history of {Thalassemia}[Thalassemia is a blood disorder that causes your body to have less hemoglobin than normal]?,both,False,True,78,etiology
,727,Amyloidosis,,Amyloidosis is when an abnormal protein called amyloid builds up in your tissues and organs,Disease / Medical Condition,"abnormal buildup of amyloid protein, abnormal accumulation of amyloid protein  ",Have you been diagnosed with {amyloidosis}[Amyloidosis is when an abnormal protein called amyloid builds up in your tissues and organs]?,both,False,True,507,"disease, etiology"
,726,Marfan syndrome,,Marfan syndrome is a disorder that affects the fibers that support your organs,Disease / Medical Condition,"MFS, FBN1 gene mutation disease",Have you been diagnosed with {Marfan syndrome}[Marfan syndrome is a disorder that affects the fibers that support your organs]?,both,False,True,387,etiology
,725,Contact with a person with herpes simplex,,Intimately contact someone who has herpes simplex,Risk factor,"HSV infection, Cold sores, Fever blisters, Herpetic lesions","Have you recently been {intimately}[Intimately refers to physically touching someone in a private or personal way] in contact with a person who has {herpes simplex}[Herpes simplex is a common viral infection that causes blisters mainly on mouth, genitals or fingers]?",both,False,True,80,etiology
,721,Overuse of elbow,,Using your elbow often in activities that involve a lot of effort or in a sport,Risk factor,"Excessive use of elbow, Overutilization of elbow, using elbow a lot, moving elbow a lot",Have you been using your elbow often in activities that involve a lot of effort or in a sport?,both,False,True,511,etiology
,719,Family history of macular degeneration,,Anyone in your family starting to lose their eyesight as they got older,Family History,"Ancestral background of macular degeneration, Genetic heritage of macular degeneration, Inherited predisposition to macular degeneration, macular degeneration runs in the family, macular degeneration is prevalent in family, There is a familial link to macular degeneration, macular degeneration is present among relatives, macular degeneration has a familial association, macular degeneration is common in the family lineage, There is a family tendency for macular degeneration, macular degeneration is a familial trait, macular degeneration has been seen in multiple family members, mother had macular degeneration, father had macular degeneration, grandpa had macular degeneration, grandma had macular degeneration, family history of AMD, family history of ARMD ",Did anyone in your family start to lose their eyesight as they got older?,both,False,True,348,etiology
,718,High salt consumption,,Eating a lot of salty foods or using salt often,Risk factor,"Excessive salt intake, High sodium consumption, Salt overconsumption, Salt-heavy diet, High-salt diet, Excessive sodium consumption, Salt-rich diet, High-sodium intake, Overuse of salt",Do you eat a lot of salty foods or use salt often?,both,False,True,81,etiology
,716,Family history of premenstrual syndrome,,Premenstrual syndrome is the name for the symptoms women can experience in the weeks before their period,Family History,"Ancestral background of premenstrual syndrome, Genetic heritage of premenstrual syndrome, Inherited predisposition to premenstrual syndrome, premenstrual syndrome runs in the family, premenstrual syndrome is prevalent in family, There is a familial link to premenstrual syndrome, premenstrual syndrome is present among relatives, premenstrual syndrome has a familial association, premenstrual syndrome is common in the family lineage, There is a family tendency for premenstrual syndrome, premenstrual syndrome is a familial trait, premenstrual syndrome has been seen in multiple family members, mother had premenstrual syndrome, grandma had premenstrual syndrome, family history of PMS",Do you have a family history of {Premenstrual syndrome}[Premenstrual syndrome is the name for the symptoms women can experience in the weeks before their period]?,female,False,True,73,etiology
,713,History of alzheimer disease,,"Alzheimer's is a type of dementia that affects memory, thinking and behavior",Disease / Medical Condition,"previously diagnosed with alzheimer disease, a past record of alzheimer disease, alzheimer disease is part of the medical background, a previous occurrence of alzheimer disease, dealing with alzheimer disease before, having alzheimer disease in the past, a past diagnosis of alzheimer disease, experienced alzheimer disease at some point in life, alzheimer disease in the medical records, history of AD","Have you been diagnosed with {Alzheimer's disease}[Alzheimer's is a type of dementia that affects memory, thinking and behavior]?",both,False,True,515,etiology
,710,Travel from or to an endemic area of tuberculosis,,Recently been in an area where Tuberculosis (a bacterial infection that spreads through inhaling tiny droplets from the coughs or sneezes of an infected person) is very common,Risk factor,"travelling to an area where TB is common, travelling to an area where tuberculosis is common, travelling to an area where Phthisis is common, travelling to an area where White plague is common, travelling to an area where Koch's disease is common, travelling to an area where Tubercle bacillus infection is common",Have you recently been in an area where {tuberculosis}[Tuberculosis is a bacterial infection that spreads through inhaling tiny droplets from the coughs or sneezes of an infected person] is very common?,both,False,True,332,etiology
,709,Use of tetracyclines,,Tetracycline treatment is used to treat infections caused by bacteria including pneumonia and other respiratory infections,Medication,"taking tetracyclines, tetracyclines Consumption, tetracyclines Administration, tetracyclines intake, Use of Sumycin, Use of Actisite, Use of Achromycin V, Use of Doxycycline, Use of Vibramycin, Use of Oracea, Use of Doryx, Use of Minocycline, Use of Minocin, Use of Solodyn, Use of Sumycin, Use of Achromycin, use of pneumonia medication",Have you recently been on a {tetracycline treatment}[Tetracycline treatment is used to treat infections caused by bacteria including pneumonia and other respiratory infections]?,both,False,True,516,etiology
,708,History of Hemophilia,,Hemophilia is a rare condition that affects the blood's ability to clot,Disease / Medical Condition,"previously diagnosed with Hemophilia, a past record of Hemophilia, Hemophilia is part of the medical background, a previous occurrence of Hemophilia, dealing with Hemophilia before, having Hemophilia in the past, a past diagnosis of Hemophilia, experienced Hemophilia at some point in life, Hemophilia in the medical records, history of Bleeder's disease, history of Factor VIII deficiency, history of Factor IX deficiency",Have you ever been diagnosed with {Hemophilia}[Hemophilia is a rare condition that affects the blood's ability to clot]?,both,False,True,83,etiology
,704,Neck surgery,,"To remove the thyroid gland or parts of it, parathyroid gland or parts of it, or a neck mass",Procedure / Surgery,"removing thyroid gland, removing parathyroid glands, neck operation, neck procedure","Have you undergone any surgery {in the neck}[To remove the thyroid gland or parts of it, parathyroid gland or parts of it, or a neck mass]?",both,False,True,84,etiology
,703,Live or travel from or to an endemic area of malaria,,Recently been in an area where Malaria (a disease caused by a parasite The parasite is spread to humans through the bites of infected mosquitoes) is very common?,Risk factor,"travelling to a place where jungle-fever is common, Residing in a malaria-endemic area, travelling to a Vector-borne disease area, travelling to a Mosquito-infested region, living in a High mosquito-transmission zone",Have you recently been in an area where {Malaria}[Malaria is a disease caused by a parasite. The parasite is spread to humans through the bites of infected mosquitoes] very common?,both,False,True,520,etiology
,701,Kidney failure or on dialysis,,Having Kidney failure where you have to do Dialysis (a procedure to remove waste products and excess fluid from the blood when the kidneys stop working properly),Disease / Medical Condition,"Renal failure, End-stage renal disease, ESRD, Kidney insufficiency Renal insufficiency Chronic kidney disease, CKD, Renal dysfunction, Kidney impairment, Kidney damage, Renal replacement therapy, Kidney filtering, HD, PD, Kidney cleansing, CRRT, Hemofiltration, Hemodiafiltration",Have your kidneys failed or do you need regular {dialysis}[Dialysis is a procedure to remove waste products and excess fluid from the blood when the kidneys stop working properly]?,both,False,True,85,"etiology, symptom"
,699,Polymyalgia Rheumatica,,"Polymyalgia rheumatica is a disorder that causes muscle pain and stiffness, especially in the shoulders and hips",Disease / Medical Condition,"PMR, Muscular rheumatism, Rheumatic muscle pain, Rheumatic muscle stiffness, Muscular inflammation syndrome","Have you been diagnosed with {Polymyalgia rheumatica}[Polymyalgia rheumatica is a disorder that causes muscle pain and stiffness, especially in the shoulders and hips]?",both,False,True,87,"instance, etiology, disease, symptom"
,698,Giant cell arteritis,,Giant cell arteritis is an inflammation of the lining of your arteries,Disease / Medical Condition,"temporal arteritis, Cranial arteritis, Horton disease, GCA, Horton syndrome",Have you been diagnosed with {giant cell arteritis}[Giant cell arteritis is an inflammation of the lining of your arteries]?,both,False,True,521,"disease, etiology"
,696,Hypotension,Low blood pressure,Low blood pressure,Disease / Medical Condition,"Low blood pressure, blood pressure is below 90/60 mm hg, pressure is less than the normal range, Low BP, Low systolic pressure, Low diastolic pressure, Low arterial pressure",Do you have long-term {low blood pressure}[Low blood pressure is when blood pressure is below 90/60 mm hg]?,both,False,True,523,"disease, etiology"
,695,Primigravida,First pregnancy,This being your first pregnancy,Reproductive/sexual status,"First pregnancy, carrying a baby for the first time",Is this your first pregnancy?,female,False,True,524,etiology
,692,Frequently submerged in hot water,,Being exposed to hot water for long periods of time,Risk factor,"being under hot water for long periods of time, hot water prolonged exposure, Frequent hot baths, Regular hot water immersion, Often soaked in hot water, Repeated hot water submersion, Regular hot water soaks, Regular hot water plunges, Often immersed in hot water, Frequent hot water dips",Have you been going under hot water for long periods of time?,male,False,True,501,etiology
,690,Cardiomyopathy,Abnormal heart muscle,Cardiomyopathy is a disease of the heart muscle that makes it harder for the heart to pump blood to the rest of the body,Disease / Medical Condition,"Heart muscle disease, Myocardial disease, Cardiac muscle disorder, Heart muscle dysfunction, Myocardial dysfunction, Cardiac muscle impairment",Have you been diagnosed with {Cardiomyopathy}[Cardiomyopathy is a disease of the heart muscle that makes it harder for the heart to pump blood to the rest of the body]?,both,False,True,430,"disease, etiology"
,688,Family history of hyperemesis gravidarum,,"Hyperemesis gravidarum is an uncommon disorder in which extreme, persistent nausea and vomiting occur during pregnancy",Family History,"Ancestral background of hyperemesis gravidarum, Genetic heritage of hyperemesis gravidarum, Inherited predisposition to hyperemesis gravidarum, hyperemesis gravidarum runs in the family, hyperemesis gravidarum is prevalent in family, There is a familial link to hyperemesis gravidarum, hyperemesis gravidarum is present among relatives, hyperemesis gravidarum has a familial association, hyperemesis gravidarum is common in the family lineage, There is a family tendency for hyperemesis gravidarum, hyperemesis gravidarum is a familial trait, hyperemesis gravidarum has been seen in multiple family members, mother had hyperemesis gravidarum, grandma had hyperemesis gravidarum, family history of HG","Do you have a family history of {Hyperemesis gravidarum}[Hyperemesis gravidarum is an uncommon disorder in which extreme, persistent nausea and vomiting occur during pregnancy]?",female,False,True,527,etiology
,686,Esophageal cancer,,Esophagus is known as food pipe,Disease / Medical Condition,"Esophageal carcinoma, Esophageal malignancy, Esophageal tumor, Esophageal neoplasm, Cancer in the food pipe, Cancer of the gullet",Have you been diagnosed with {esophageal}[Esophagus is known as food pipe] cancer?,both,False,True,529,"disease, etiology"
,685,Family history of hemophilia,,Hemophilia is a rare condition that affects the blood's ability to clot,Family History,"Ancestral background of hemophilia, Genetic heritage of hemophilia, Inherited predisposition to hemophilia, hemophilia runs in the family, hemophilia is prevalent in family, There is a familial link to hemophilia, hemophilia is present among relatives, hemophilia has a familial association, hemophilia is common in the family lineage, There is a family tendency for hemophilia, hemophilia is a familial trait, hemophilia has been seen in multiple family members, mother had hemophilia, father had hemophilia, grandpa had hemophilia, grandma had hemophilia, family history of Bleeder's disease,  family history of Factor VIII deficiency,  family history of Factor IX deficiency",Do you have a family history of {Hemophilia}[Hemophilia is a rare condition that affects the blood's ability to clot]?,both,False,True,90,etiology
,684,Nasal polyps,,Nasal polyps are soft and painless growths on the lining of your nasal passages or sinuses,Disease / Medical Condition,"Sinus polyps, Ethmoidal polyps, Rhinopolyps",Have you been diagnosed with {nasal polyps}[Nasal polyps are soft and painless growths on the lining of your nasal passages or sinuses]?,both,False,True,91,"etiology, symptom"
,682,Previous pregnancy with Hyperemesis Gravidarum,,"Hyperemesis gravidarum is an uncommon disorder in which extreme, persistent nausea and vomiting occur during pregnancy",Disease / Medical Condition,"previously diagnosed with pregnancy with Hyperemesis Gravidarum, a past record of pregnancy with Hyperemesis Gravidarum, pregnancy with Hyperemesis Gravidarum is part of the medical background, a previous occurrence of pregnancy with Hyperemesis Gravidarum, dealing with pregnancy with Hyperemesis Gravidarum before, having pregnancy with Hyperemesis Gravidarum in the past, a past diagnosis of pregnancy with Hyperemesis Gravidarum, experienced pregnancy with Hyperemesis Gravidarum at some point in life, pregnancy with Hyperemesis Gravidarum in the medical records, history of Excessive pregnancy-related vomiting, history of Severe morning sickness, history of Intractable vomiting of pregnancy, history of Severe pregnancy-induced nausea, history of Persistent pregnancy-related nausea and vomiting, history of Pregnancy-related hyperemesis","Did you have a previous pregnancy with {Hyperemesis gravidarum}[Hyperemesis gravidarum is an uncommon disorder in which extreme, persistent nausea and vomiting occur during pregnancy]?",female,False,True,328,etiology
,681,Preexisting achilles tendon problems,,Achilles tendon is a tough tissue that connects the calf muscle to the heel bone,Symptom,"Chronic Achilles tendon issues, Preexisting Achilles tendon condition, Achilles tendon disorders, Achillodynia, Achilles tendinopathy, Achilles tendonitis, Achilles tendon injury history, Achilles tendon abnormalities",Have you ever had any problems with your {achilles tendon}[Achilles tendon is a tough tissue that connects the calf muscle to the heel bone]?,both,False,True,376,etiology
,679,Contact with an individual with a red eye,,Recently being in close contact with someone who has red eyes,Risk factor,"Contact with a person with an inflamed eye, Exposure to a person with red eye, Coming into contact with someone with a red eye",Have you recently been in close contact with someone who has red eye(s)?,both,False,True,534,etiology
,678,Shoulder swelling,Enlarged shoulder,Enlarged shoulder,Symptom,"enlarged shoulder, bulge in shoulder, protruded shoulder, larger shoulder, puffy shoulder, change in shoulder size, shoulder becoming denser","Is your shoulder {swollen}[Swelling is generally an increase in size, typically as a result of injury, inflammation, or fluid retention]?",both,False,False,230,symptom
,675,Exposure to loud noise,,Being frequently exposed to loud noise,Risk factor,"Loud sound exposure, High decibel exposure, Continuous loud sound exposure, High volume exposure",Are you frequently exposed to loud noise?,both,False,True,434,etiology
,670,Sedentary lifestyle,Lifestyle involving little or no physical activity,Lifestyle involving little or no physical activity,Risk factor,"Lifestyle involving little or no physical activity, Inactive lifestyle, Couch potato lifestyle, Deskbound lifestyle, Sedentary behavior, Sitting lifestyle, Physical inactivity, Low activity lifestyle, Lack of exercise, Prolonged sitting, Minimal physical activity",Do you live a {sedentary lifestyle}[Sedentary lifestyle refers to a lifestyle involving little or no physical activity]?,both,False,True,92,etiology
,669,Injury to the nose,,Ever being hit very hard on your nose or the center of your face,Risk factor,"dealt with Injury to the nose, a record of Injury to the nose, Injury to the nose is part of the medical background, an occurrence of Injury to the nose, having Injury to the nose in the past, experienced Injury to the nose, Injury to the nose in the medical records",Have you ever been hit very hard on your nose or the center of your face?,both,False,True,537,etiology
,668,History of Rheumatic Fever,,"Rheumatic Fever is an inflammatory disease that can affect the heart, joints, skin, and brain",Disease / Medical Condition,"previously diagnosed with Rheumatic Fever, a past record of Rheumatic Fever, Rheumatic Fever is part of the medical background, a previous occurrence of Rheumatic Fever, dealing with Rheumatic Fever before, having Rheumatic Fever in the past, a past diagnosis of Rheumatic Fever, experienced Rheumatic Fever at some point in life, Rheumatic Fever in the medical records, history of RF, history of ARF, history of Rheumatic heart disease, history of Acute articular rheumatism","Have you ever been diagnosed with {Rheumatic Fever}[Rheumatic Fever is an inflammatory disease that can affect the heart, joints, skin, and brain]?",both,False,True,95,"etiology, symptom"
,667,Primary Ovarian Insufficiency,,Primary ovarian insufficiency occurs when the ovaries stop functioning as they should before the age of 40,Disease / Medical Condition,"Primary ovarian failure, premature ovarian failure, POI, premature menopause, POF, ovaries stop functioning early",Have you been diagnosed with {Primary ovarian insufficiency}[Primary ovarian insufficiency occurs when the ovaries stop functioning as they should before the age of 40]?,female,False,True,331,"etiology, instance"
,664,Use of rifampicin,Rifampin antibiotic,Rifampicin is an antibiotic used to treat several types of bacterial infections,Medication,"taking rifampicin, rifampicin Consumption, rifampicin Administration, rifampicin intake, Use of Rifadin, Use of Use of Rimactane, Use of Tuberculosis medication ",Have you recently been on a {Rifampicin}[Rifampicin is an antibiotic used to treat several types of bacterial infections] treatment?,both,False,True,96,etiology
,659,Recent upper respiratory tract infection,,"An upper respiratory infection affects the upper part of your respiratory system, including your sinuses and throat",Disease / Medical Condition,"recent sinus infection, recent throat infection, Recent URI, Recent common cold, Recent viral respiratory infection, recent nasal infection, Recent head cold, Recent nasopharyngitis","Did you recently or do you currently have an {upper respiratory tract infection}[An upper respiratory infection affects the upper part of your respiratory system, including your sinuses and throat]?",both,False,True,384,etiology
,658,Chronic throat clearing,Clearing throat frequently,Excessively clearing the throat either forcefully or by unintentionally coughing,Symptom,"frequent throat clearing, making sound from throat, too much throat clearing, excessively clearing throat",Do you excessively clear your throat either forcefully or by unintentionally coughing?,both,False,True,544,symptom
,652,Straining,,Strain means to make an unusually great effort,Risk factor,"making great effort, tensing up body, Putting in effort, Overexertion, Strenuous effort, Draining effort","Do you often {strain}[Strain means to make an unusually great effort] and tense up your body, for example, during pooping or heavy lifting?",both,False,True,547,etiology
,648,Orofacial cleft,Cleft lip and/or cleft palate,Cleft lip is a birth defect that occurs when a baby's lip or mouth does not form properly during pregnancy,Disease / Medical Condition,"Cleft lip, cleft palate, oral cleft, Craniofacial cleft, Orofacial fissure, Facial fissure, Cleft maxillofacial deformity, Orofacial congenital defect",Do you have a {cleft lip}[Cleft lip is a birth defect that occurs when a baby's lip or mouth does not form properly during pregnancy] or other mouth abnormalities?,both,False,True,551,etiology
,647,Liver cirrhosis,,Liver cirrhosis is a condition in which the liver does not function properly due to long-term damage,Disease / Medical Condition,"chronic liver disease, Hepatic cirrhosis, Liver fibrosis, Advanced liver disease, End-stage liver disease, Liver scarring, Hepatic fibrosis",Have you been diagnosed with {liver cirrhosis}[Liver cirrhosis is a condition in which the liver does not function properly due to long-term damage]?,both,False,True,99,"disease, etiology"
,646,Use of interferon,,Interferon is used to treat various cancers,Medication,"taking interferon, interferon Consumption, interferon Administration, interferon intake, Use of hepatitis medication, Use of lymphoma medication, Use of Intron A, Use of Roferon-A, Use of IFN-alpha, Use of IFN-beta, Use of Avonex, Use of Betaseron, Use of Extavia, Use of Plegridy, Use of Rebif, Use of IFN-gamma, Use of Actimmune",Have you recently been treated with {interferon}[Interferon is used to treat various cancers]?,both,False,True,100,etiology
