Input.LABEL,Input.SIMPLE_NAME,Input.SYMPTOM,Input.MESSAGE,Answer.text_answer,Level,ChatGPT or Manual
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that",I've noticed that my child is having trouble sleeping because they keep touching their ear,2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that",It seems like my child can't stop touching their ear.,2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that","My child has been experiencing some discomfort in their ear, and it's causing them to touch it more often",2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that",My child has been pulling on their ear a lot lately.,2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that",I noticed that my child is constantly rubbing their ear.,2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that",My child seems to be in a lot of discomfort due to pulling on their ear.,2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that",My child has been rubbing their ear a lot lately and it's starting to become a concern.,2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that",I've noticed that my child has been pulling on their ear more frequently lately.,2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that",I've noticed that my child has been rubbing their ear a lot lately.,2,ChatGPT
child pulls on or rubs the ear repeatedly,,,"Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly

Give me 15 sentences to tell my friend that my child pulls on or rubs the ear repeatedly without directly saying that","I've noticed that my child has been rubbing their ear more frequently lately, which could be a sign of discomfort in that area.",2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child struggles with comprehending written text.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child experiences difficulties in understanding written instructions.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child has trouble following a story in a book.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child finds it hard to grasp the meaning of written words.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child has trouble following along with reading assignments.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child experiences challenges in decoding written text.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child struggles with retaining information from written material.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child has trouble making sense of written words.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child experiences challenges in comprehending written language.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child has difficulties in focusing on written material.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child struggles with reading fluently.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child has trouble following written instructions accurately.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child has difficulties in understanding the main idea of written material.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child struggles with connecting written words to their meaning.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child has trouble following a written story with comprehension.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child experiences challenges in relating to written text.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child has difficulties in making connections between written words and their meaning.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to indicate a child has difficulty in reading or following without mentioning the word difficulty,My child struggles with retaining information from written sources.,2,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,My child has been struggling with reading and following instructions.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,The difficulty in reading and following instructions has become a concern for me.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,My child has been struggling in school due to difficulty in reading and following.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I have noticed that my child has difficulty in reading and following even simple instructions.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I have been visiting teachers and doctors to help my child with reading and following.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,The difficulty in reading and following has not gone away.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I am looking for a solution to help my child with reading and following.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,This difficulty in reading and following is affecting my child's confidence.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,"I have tried several methods to help my child with reading and following, but none have worked.",1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,This difficulty in reading and following is causing stress for my child.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I hope to find a solution soon to help my child with reading and following.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I am eager to know the reason behind my child's difficulty in reading and following.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,This difficulty in reading and following has become more noticeable in recent times.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I have been advised to get professional help for my child's difficulty in reading and following.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I have been told that this difficulty in reading and following can be a sign of a learning disability.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I have been taking steps to improve my child's difficulty in reading and following.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,My family and friends have also noticed my child's difficulty in reading and following.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I have been working with my child's teacher to help with their reading and following difficulties.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,I have been considering seeking the help of a tutor to help with my child's reading and following difficulties.,1,ChatGPT
child with difficulty in reading or following,,,Give me 20 sentences to say I have child with difficulty in reading or following mentioning the word child with difficulty in reading or following,"I have been talking to my child and encouraging them, reminding them that everyone learns at their own pace and that this difficulty in reading and following is not permanent.",1,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child only eats a few bites of food at each meal.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child frequently pushes their food away and leaves the table hungry.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child seems to have no interest in food.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child complains of being full after only a small amount of food.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child takes a long time to eat their meals.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child has to be coaxed or bribed to eat their meals.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child often skips meals or snacks.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child's food intake has decreased significantly compared to before.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child only eats a very small amount of food at each meal.,2,ChatGPT
child with poor appetite,,,Give me 15 sentences that indicate my child has a poor appetite ,My child often leaves food on their plate or throws food away.,2,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,I've noticed that my child has had a poor appetite lately and I'm concerned about it.,1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,"My child used to have a healthy appetite, but lately they seem to have lost their appetite.",1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,I'm not sure what could be causing my child's poor appetite.,1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,I'm a little concerned about my child's poor appetite and plan to see a doctor about it.,1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,My child has been complaining of stomach aches and the poor appetite seems to be related.,1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,"I'm not sure if my child's poor appetite is related to anything serious, but I think it's best to get it checked out just in case.",1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,I'm going to try not to worry too much about my child's poor appetite until I know more.,1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,I'm going to make an appointment with a doctor as soon as possible to have the issue with the appetite evaluated.,1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,I'm going to do my best to stay informed about the issue with the appetite and what my options are.,1,ChatGPT
child with poor appetite,,,Provide me with 15 sentences to indicate a child with poor appetite mentioning the word child with poor appetite,I'm going to try to take care of my child and not let the poor appetite consume my thoughts.,1,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,"I've been experiencing rapid, uncontrolled movements.",2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,There is a noticeable jerking of my limbs.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,"I've noticed my limbs making sudden, random movements.",2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,My movements are unpredictable and rapid.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,There is a noticeable twitching of my limbs.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,I've experienced a loss of control over my movements.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,My limbs move involuntarily and rapidly.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,There is a noticeable spasm of my limbs.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,"I've noticed my limbs making sudden, jerky movements.",2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,My movements are rapid and unexpected.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,There is a noticeable dance-like movement of my limbs.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,I've experienced a loss of control over the movements of my limbs.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,My limbs move involuntarily and in a rapid manner.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,There is a noticeable trembling of my limbs.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,"I've noticed my limbs making quick, unpredictable movements.",2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,My movements are rapid and not under my control.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,There is a noticeable rapid movement of my limbs.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,"I've experienced a loss of control over the movements of my limbs, causing them to move quickly.",2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,My limbs move in a rapid and uncontrolled manner.,2,ChatGPT
chorea,,,Give me 20 sentences to indicate I have chorea without mentioning the word chorea,"There is a noticeable rapid, jerky movement of my limbs.",2,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,I have a condition known as chorea.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,My movements are affected by chorea.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,Chorea is causing jerky movements in my body.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,The chorea makes it difficult for me to control my movements.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,I've been diagnosed with chorea.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,Chorea is the reason for my involuntary movements.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,My muscles are affected by chorea.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,Chorea has taken control of my movements.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,I struggle with chorea on a daily basis.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,The chorea makes it hard for me to carry out simple tasks.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,My physician says I have chorea.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,I'm living with chorea.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,Chorea has changed my life in many ways.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,The chorea causes unsteadiness in my movements.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,I have to deal with the symptoms of chorea.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,Chorea is a neurological condition that affects my movements.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,My movements are unpredictable due to chorea.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,The chorea can be distressing at times.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,I am trying to manage the chorea to the best of my ability.,1,ChatGPT
chorea,,,Give me 20 sentences to say I have chorea mentioning the word chorea,"Chorea is a part of my life, but I am determined to overcome its challenges.",1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,I have been experiencing cold extremities for some time now.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,"My hands and feet are always cold, it's because of my cold extremities.",1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,Cold extremities are a constant issue for me.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,I have trouble keeping my extremities warm due to my condition of cold extremities.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,"I suffer from cold extremities, no matter the weather.",1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,The coldness in my extremities is a daily struggle.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,I have a hard time functioning with my cold extremities.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,The discomfort caused by my cold extremities is significant.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,I've had a problem with cold extremities for as long as I can remember.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,My doctor says I have cold extremities.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,The cold extremities make it hard for me to do everyday activities.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,I constantly feel the cold in my extremities.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,The condition of my cold extremities is impacting my quality of life.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,"I try to keep my extremities warm, but they always seem to be cold.",1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,The cold extremities are a source of constant discomfort.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,I'm looking for ways to alleviate the coldness in my extremities.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,Cold extremities are affecting my sleep and causing discomfort at night.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,I'm determined to find a solution for my cold extremities.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,The coldness in my extremities is a sign of an underlying medical condition.,1,ChatGPT
cold extremities,,,Give me 20 sentences to say I have cold extremities mentioning the word cold extremities,I hope to find relief from my cold extremities soon.,1,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,I've been experiencing a chill in my limbs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,My arms and legs feel cold to the touch.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,There is a noticeable chill in my appendages.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,I've noticed a decreased temperature in my limbs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,My arms and legs feel cool compared to the rest of my body.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,There is a noticeable decrease in the temperature of my appendages.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,I've experienced a cold sensation in my limbs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,My arms and legs are colder than normal.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,There is a noticeable coldness in my arms and legs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,I've noticed a drop in the temperature of my limbs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,My limbs feel cool compared to the rest of my body.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,There is a noticeable decrease in the warmth of my appendages.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,I've experienced a cool sensation in my arms and legs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,My limbs are colder than they normally are.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,There is a noticeable coolness in my arms and legs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,I've noticed a lack of warmth in my limbs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,My arms and legs feel chilly compared to the rest of my body.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,There is a noticeable chill in the temperature of my appendages.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,I've experienced a decreased warmth in my limbs.,2,ChatGPT
cold extremities,,,Give me 20 sentences to indicate I have cold extremities without mentioning the word extremities,My arms and legs are cooler than they typically are.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I've been feeling discomfort in cold environments.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I tend to feel chilled easily.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,My body reacts negatively to low temperatures.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I experience discomfort in cold weather.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I tend to feel cold even in mild temperatures.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I find it hard to acclimate to cold environments.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,My body struggles to maintain warmth in cold conditions.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I feel easily chilled in cooler surroundings.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I have a hard time tolerating cold temperatures.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,"I tend to feel cold frequently, even when others are comfortable.",2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,My body doesn't respond well to low temperatures.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I find myself feeling chilly often in cool environments.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I struggle to maintain a comfortable body temperature in the cold.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I experience discomfort in cool conditions.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I feel cold even when it's not particularly cold outside.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,My body has trouble adapting to colder temperatures.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,"I tend to feel easily chilled, even in moderate weather.",2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I have difficulty adjusting to cold environments.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,My body reacts negatively to cool temperatures.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to indicate I have cold intolerance without mentioning the word cold intolerance,I find it hard to feel comfortable in cold weather.,2,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I have a condition known as cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,The cold affects me more than it does others due to my cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,"My body struggles to regulate its temperature, leading to cold intolerance.",1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I have trouble tolerating cold temperatures due to my cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,The cold causes me discomfort because of my cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I've been diagnosed with cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,Cold intolerance makes it difficult for me to function in cold environments.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,My physician says I have cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,The cold has a significant impact on my life due to my cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I struggle with cold intolerance on a daily basis.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,My body struggles to stay warm because of my cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I'm living with cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,Cold intolerance has changed my life in many ways.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I have to be careful in cold environments because of my cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,The cold intolerance causes discomfort and shivering.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I have trouble tolerating even mild cold temperatures.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,My cold intolerance is a result of an underlying medical condition.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I'm looking for ways to alleviate my cold intolerance.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,Cold intolerance is affecting my quality of life.,1,ChatGPT
cold intolerance,,,Give me 20 sentences to say I have cold intolerance mentioning the word cold intolerance,I hope to find relief from my cold intolerance soon.,1,ChatGPT
confusion,,,Give me 20 sentences to indicate I have confusion without mentioning the word confusion,I've been feeling disoriented and uncertain.,2,ChatGPT
