Input.LABEL,Input.SIMPLE_NAME,Input.SYMPTOM,Input.MESSAGE,Answer.text_answer,Level,ChatGPT or Manual
face swelling,,,,The skin of my cheeks is prominent,2,Manual
face swelling,,,,I have edema on my face that doesn't go away,2,Manual
face swelling,,,,I am suffering from swelling in my face,1,Manual
face swelling,,,,I am worried about the cause of my face swelling,1,Manual
face swelling,,,,It is embarrassing going to the university with my face swollen,1,Manual
facial pain,,,,My face feels off and sore,2,Manual
facial pain,,,,I have pain in the area around my mouth,2,Manual
facial pain,,,,My face is achy that isn't bearable,2,Manual
facial pain,,,,I am suffering from pain in my face,1,Manual
facial pain,,,,I am worried about the cause of my facial pain,1,Manual
facial pain,,,,It is very hard for me to deal with the persistent pain in my face,1,Manual
facial pressure,,,,I feel that something is pushing on my face,2,Manual
facial pressure,,,,I have a feeling of load over my cheeks,2,Manual
facial pressure,,,,I feel that my face is holding some weight over it,2,Manual
facial pressure,,,,I am suffering from pressure in my face,1,Manual
facial pressure,,,,I am worried about the cause of my facial pressure,1,Manual
facial pressure,,,,It is very hard for me to deal with the persistent pressure in my face,1,Manual
facial tenderness,,,,My face feels painful when I apply pressure on it,2,Manual
facial tenderness,,,,I have sensitive skin when I put my hands on my face,2,Manual
facial tenderness,,,,My facial skin hurts when I move my face,2,Manual
facial tenderness,,,,I feel tenderness on my face.,1,Manual
facial tenderness,,,,"I have been experiencing facial tenderness for a couple of weeks now, it is not getting any better.",1,Manual
facial tenderness,,,,My facial tenderness is getting worse and more painful.,1,Manual
fatigue,,,,I have been feeling more fatigued for the past couple of months.,1,Manual
fatigue,,,,I am having trouble focusing at college due to fatigue.,1,Manual
fatigue,,,,"My long-standing fatigue is becoming so annoying, shall I take vitamines?",1,Manual
fatigue,,,,I have a hard time focusing because I'm exhausted,2,Manual
fatigue,,,,I need to take naps throughout the day as I feel lazy all the time,2,Manual
fatigue,,,,I don't feel like doing anything I just wanna lay on my bed,2,Manual
fecal incontinence,,,,I have been having fecal incontinence for the past couple of weeks/,1,Manual
fecal incontinence,,,,My fecal incontinence is causing me many awkward moments.,1,Manual
fecal incontinence,,,,My fecal incontinence is affecting my daily tasks.,1,Manual
fecal incontinence,,,,My stool leaks without warning,2,Manual
fecal incontinence,,,,I have the inability to control poop,2,Manual
fecal incontinence,,,,I poop without my knowing that I will,2,Manual
feeling agitated,,,,I am feeling more agitated recently.,1,Manual
feeling agitated,,,,My feeling of agitation is becoming so annoying.,1,Manual
feeling agitated,,,,I have hard times when I feel agitated.,1,Manual
feeling agitated,,,,I feel annoyed,2,Manual
feeling agitated,,,,I have a sense of inner tension,2,Manual
feeling agitated,,,,I have feelings of anger and frustration,2,Manual
feet pain,,,,My feet feel off and sore,2,Manual
feet pain,,,,I have pain in the area next to my heel,2,Manual
feet pain,,,,My feet are achy that isn't bearable,2,Manual
feet pain,,,,I am suffering from pain in my both feet,1,Manual
feet pain,,,,I am worried about the cause of my feet pain,1,Manual
feet pain,,,,I was doing exercises yesterday when I started suddenly to feel pain in my right foot,1,Manual
fever,,,,My body feels warm to touch,2,Manual
fever,,,,My temperature is high,2,Manual
fever,,,,I feel heat in my body,2,Manual
fever,,,,I have been experiencing a fever for the past four days.,1,Manual
fever,,,,I have a high-grade fever.,1,Manual
fever,,,,"My kid has a fever, he is very restless.",1,Manual
finger or toe tenderness,,,,I am suffering from finger tenderness,1,Manual
finger or toe tenderness,,,,I am worried about the cause of my right toe tenderness,1,Manual
finger or toe tenderness,,,,I was doing exercises yesterday when I started suddenly to feel tenderness in my fingers,1,Manual
finger or toe tenderness,,,,I can feel pain when I apply pressure on my toe,2,Manual
finger or toe tenderness,,,,My fingers are sore to touch,2,Manual
finger or toe tenderness,,,,I have tender toe tips that is annoying,2,Manual
fingers clubbing,,,,I am suffering from fingers clubbing,1,Manual
fingers clubbing,,,,My fingers look bulged due to clubbing,1,Manual
fingers clubbing,,,,I am worried about the cause of my fingers clubbing,1,Manual
fingers clubbing,,,,I can see that my nails are bulged,2,Manual
fingers clubbing,,,,My nails look like mountains,2,Manual
fingers clubbing,,,,My nails have downward sloping that make them look weird,2,Manual
fissured skin at genitals,,,,I have fissured skin on my genitals.,1,Manual
fissured skin at genitals,,,,My skin is fissured on the genitals.,1,Manual
fissured skin at genitals,,,,The skin on my genitals looks fissured.,1,Manual
fissured skin at genitals,,,,I have cracks on my penis,2,Manual
fissured skin at genitals,,,,I noticed a cracked skin on my vulva,2,Manual
fissured skin at genitals,,,,The skin of my genital area looks split,2,Manual
fissured skin at lower extremity,,,,I am suffering from fissured skin on my leg,1,Manual
fissured skin at lower extremity,,,,I have noticed that I have fissured skin on my lower extremity,1,Manual
fissured skin at lower extremity,,,,The fissured skin on my foot is not getting any better,1,Manual
fissured skin at lower extremity,,,,I have cracks over my legs that are burning,2,Manual
fissured skin at lower extremity,,,,I have dry skin on my shins that looks like a deep fissure,2,Manual
fissured skin at lower extremity,,,,I have fissures on my ankles,2,Manual
fissured skin between the toes or on the soles of feet,,,,My skin is fissured between my right toes.,1,Manual
fissured skin between the toes or on the soles of feet,,,,I have fissured skin on the soles of my feet.,1,Manual
fissured skin between the toes or on the soles of feet,,,,I just noticed that my skin fissured between my toes and on the soles of my feet.,1,Manual
fissured skin between the toes or on the soles of feet,,,,There're cuts in the skin of the bottom of feet,2,Manual
fissured skin between the toes or on the soles of feet,,,,The skin between my toes has cracks,2,Manual
fissured skin between the toes or on the soles of feet,,,,My feet hurt and I have cuts between my toes,2,Manual
fissured skin in upper extremity,,,,I am suffering from fissured skin on my arm,1,Manual
fissured skin in upper extremity,,,,I have noticed that I have fissured skin on my upper extremity,1,Manual
fissured skin in upper extremity,,,,The fissured skin on my hand is not getting any better,1,Manual
fissured skin in upper extremity,,,,I have cracks over my arms that are burning,2,Manual
fissured skin in upper extremity,,,,I have dry skin on my hands that looks like a deep fissure,2,Manual
fissured skin in upper extremity,,,,I have fissures on my wrists,2,Manual
fissured tongue,,,,There're cuts on my tongue,2,Manual
fissured tongue,,,,My tongue has cracks,2,Manual
fissured tongue,,,,I can see splits on the top of my tongue,2,Manual
fissured tongue,,,,I noticed that I have fissures on my tongue.,1,Manual
fissured tongue,,,,"I have fissured tongue, it has a lot of cracks on its surface.",1,Manual
fissured tongue,,,,My tongue has fissures and cracks on it.,1,Manual
flatulence,,,,I'm passing gasses a lot and out of control,2,Manual
flatulence,,,,"My belly is bloated and it feels tight, I'm passing air",2,Manual
flatulence,,,,I'm farting a lot and I go to the bathroom more often,2,Manual
flatulence,,,,I have been suffering from flatulence for one week.,1,Manual
flatulence,,,,I am concerned about why the flatulence that I am experiencing is not going away,1,Manual
flatulence,,,,The flatulence is causing be discomfort,1,Manual
foamy urine,,,,I have noticed my urine is becoming foamy,1,Manual
foamy urine,,,,I found that my urine has changed and became foamy,1,Manual
foamy urine,,,,I am worried about the cause of the foamy urine I have,1,Manual
foamy urine,,,,My pee has foam on top of it not from the speed of peeing,2,Manual
foamy urine,,,,My piss is forming a foam,2,Manual
foamy urine,,,,I have a bubbles layer on the top of my urine,2,Manual
food impaction,,,,Food always can't move down when I eat,2,Manual
food impaction,,,,I find it really hard to swallow and food stops moving down,2,Manual
food impaction,,,,I have food that sticks in the middle of my throat,2,Manual
food impaction,,,,I am suffering from food impaction,1,Manual
food impaction,,,,I can't eat solid food due to food impaction,1,Manual
food impaction,,,,I am worried about why I am experiencing food impaction more ffrequently,1,Manual
foreign body sensation in the eye,,,,I feel there's something in my eye but I can't find it,2,Manual
foreign body sensation in the eye,,,,I have an irritation in my eye I keep feeling something is inside,2,Manual
foreign body sensation in the eye,,,,I feel something is irritating my eyeball,2,Manual
foreign body sensation in the eye,,,,I feel a foreign body in my right eye.,1,Manual
foreign body sensation in the eye,,,,I have foreign body sensation in my eye.,1,Manual
foreign body sensation in the eye,,,,My kid says that he feels a foreign body in his eye.,1,Manual
frequent burping after meals,,,,I expel air from my mouth after eating,2,Manual
frequent burping after meals,,,,I tend to blech a lot after breakfast,2,Manual
frequent burping after meals,,,,I frequently have eructation after I finish my food,2,Manual
frequent burping after meals,,,,I have been burping a lot after meals recently.,1,Manual
frequent burping after meals,,,,I am experiencing frequent burping after meals.,1,Manual
frequent burping after meals,,,,"I go frequent burping after eating meals, this is so embarrassing.",1,Manual
fruity breath odor,,,,I feel my breath sweet and fruity,2,Manual
fruity breath odor,,,,I have a breath that tastes like fruit,2,Manual
fruity breath odor,,,,My breath smells like I ate fruit,2,Manual
fruity breath odor,,,,I want to get rid of my fruity breath odor,1,Manual
fruity breath odor,,,,I have a fruity breath odor.,1,Manual
fruity breath odor,,,,My breath odor smells like fruits,1,Manual
galactorrhea,,,,I have been having galactorrhea although I don't have a baby.,1,Manual
galactorrhea,,,,My galactorrhea is increasing in frequency.,1,Manual
galactorrhea,,,,The galactorrhea amount is now much more than what I had previously.,1,Manual
galactorrhea,,,,I have a white liquid coming out of my nipples.,2,Manual
galactorrhea,,,,I can feel a fluid similar to milk from my nipples,2,Manual
galactorrhea,,,,My breast is producing milk but I don't have kids,2,Manual
genital ulcer,,,,I've gotten open wounds on my penis,2,Manual
genital ulcer,,,,My vagina has an area of a wound that is red and open,2,Manual
genital ulcer,,,,I have a sore over my vaginal area,2,Manual
genital ulcer,,,,I am suffering from a genital ulcer,1,Manual
genital ulcer,,,,I have an ulcer just at the genital area,1,Manual
genital ulcer,,,,I am worried about why I have a genital ulcer,1,Manual
gingival erythema,,,,I am suffering from gingival erythema,1,Manual
gingival erythema,,,,I have erythema just at my gigngiva,1,Manual
gingival erythema,,,,I am worried about why I have gingival erythema,1,Manual
gingival erythema,,,,My gingiva looks intensly red,2,Manual
gingival erythema,,,,The area around my teeth is redder than normal,2,Manual
gingival erythema,,,,My gum looks very red in color especially around my teeth,2,Manual
gingival hemorrhage,,,,I am suffering from gingival hemorrhage,1,Manual
gingival hemorrhage,,,,I have hemorrhage at my gingiva,1,Manual
gingival hemorrhage,,,,I am worried about why I have gingival hemorrhage,1,Manual
gingival hemorrhage,,,,My gums get injured easily and blood starts to come out of it,2,Manual
gingival hemorrhage,,,,The pink region around my teeth is bleeding,2,Manual
gingival hemorrhage,,,,I have frequent bleeding from my gingiva,2,Manual
gingival swelling,,,,I am experiencing gingival swelling,1,Manual
gingival swelling,,,,I have gingival swelling and it is so annoying,1,Manual
gingival swelling,,,,I can't smile as I used to because of my gingival swelling,1,Manual
gingival swelling,,,,My gingiva is larger than usual,2,Manual
gingival swelling,,,,I feel my gum is big,2,Manual
gingival swelling,,,,The tissue around my teeth is puffy,2,Manual
globus,,,,"I feel I have a bump in my throat but in fact, I don't have",2,Manual
globus,,,,I can't swallow well as I feel a ball stick in my neck,2,Manual
globus,,,,I keep feeling a lump in my swallowing tube,2,Manual
globus,,,,I am suffering from globus,1,Manual
globus,,,,I have globus and I am concerned about it,1,Manual
globus,,,,I am worried about why I have globus,1,Manual
gradual inability to stand on toes,,,,I am suffering from a gradual inability to stand on my toes,1,Manual
gradual inability to stand on toes,,,,I have a gradual inability to stand on my toes and I am concerned about it,1,Manual
gradual inability to stand on toes,,,,I am worried about why I am gradually unable to stand on my toes,1,Manual
gradual inability to stand on toes,,,,I can't lift my body on my feet tips,2,Manual
gradual inability to stand on toes,,,,My body can't stand the ballet move where I'm on my toes,2,Manual
gradual inability to stand on toes,,,,It's hard for me to stand on my toes,2,Manual
grey turner's or cullen's sign,,,,I can see bruising at the side of my abdomen,2,Manual
grey turner's or cullen's sign,,,,I have bluish skin next to my umbilicus,2,Manual
grey turner's or cullen's sign,,,,I feel I have a hit-like sign on my belly and on sides,2,Manual
grey turner's or cullen's sign,,,,My doctor said I have grey turner's sign,1,Manual
grey turner's or cullen's sign,,,,I have cullen's sign along side other symptoms.,1,Manual
grey turner's or cullen's sign,,,,"I googled my symptoms, it is called grey turner's or cullen's sign",1,Manual
groin pain,,,,I have discomfort in the area of my hip between my abdomen and thigh,2,Manual
groin pain,,,,I have discomfort in my groin,2,Manual
groin pain,,,,I have an achy groin,2,Manual
groin pain,,,,I am suffering from groin pain,1,Manual
groin pain,,,,I have groin pain  and I am concerned about it,1,Manual
groin pain,,,,I am worried about why I have pain at groin,1,Manual
gynecomastia,,,,I am suffering from gynecomastia,1,Manual
gynecomastia,,,,I have gynecomastia and I am concerned about it,1,Manual
gynecomastia,,,,I am worried about why I have gynecomastia,1,Manual
gynecomastia,,,,My boobs are similar to that of a female,2,Manual
gynecomastia,,,,I started to feel shy because of my breast cause it looks like a lady's breast,2,Manual
gynecomastia,,,,I have enlargement in my boob area,2,Manual
halitosis,,,,I want to get rid of my halitosis,1,Manual
halitosis,,,,I have been experiencing halitosis for a long time.,1,Manual
halitosis,,,,I am looking for treatment of halitosis,1,Manual
halitosis,,,,My friend told me there's a bad smell coming from my mouth,2,Manual
halitosis,,,,I noticed that people are avoiding me because of my bad breath,2,Manual
halitosis,,,,My breath always smells foul,2,Manual
hallucinations when falling asleep or waking up,,,,I can see things that are not real when I fall asleep,2,Manual
hallucinations when falling asleep or waking up,,,,My brain feels unreal things right after I wake up,2,Manual
hallucinations when falling asleep or waking up,,,,When I'm half asleep I can imagine things that are not real,2,Manual
hallucinations when falling asleep or waking up,,,,I am suffering from hallucinations when falling asleep,1,Manual
hallucinations when falling asleep or waking up,,,,I have been experiencing hallucinations when I wake up for two months,1,Manual
hallucinations when falling asleep or waking up,,,,I am worried about why I am having hallucinations when I fall asleep,1,Manual
hallux valgus,,,,I am suffering from hallux valgus,1,Manual
hallux valgus,,,,I have hallux valgus and I am concerned about it,1,Manual
hallux valgus,,,,I am worried about why I have hallux valgus,1,Manual
hallux valgus,,,,My big toe has a bony bump that looks ugly,2,Manual
hallux valgus,,,,My feet hurt because of the bony projection at the corner,2,Manual
hallux valgus,,,,I have to wear toes separator to reduce the appearance of the ball that appears on the sides of my feet,2,Manual
halos around lights,,,,I am suffering from seeing halos around lights,1,Manual
halos around lights,,,,I have been observing halos around lights and I am concerned about it,1,Manual
halos around lights,,,,I am worried about why I can see halos around light sources,1,Manual
halos around lights,,,,When I look into any light I can see a cirle around it,2,Manual
halos around lights,,,,I can see an effect surrounding the light sources,2,Manual
halos around lights,,,,"In the night when I walk in the street, I can see bright lines around the lights",2,Manual
head bobbing,,,,My head keeps going in up and down directions involuntarily,2,Manual
head bobbing,,,,My skull keeps shaking up and down,2,Manual
head bobbing,,,,I keep nodding my head out of my hands,2,Manual
head bobbing,,,,I am suffering from head bobbing,1,Manual
head bobbing,,,,My friends say that my head is bobbing and I am concerned about it,1,Manual
head bobbing,,,,I am worried about why I am having involuntary head bobbing,1,Manual
headache,,,,I have pain in my head that doesn't stop,2,Manual
headache,,,,I have an ache on the left side of my head,2,Manual
headache,,,,I feel like there's the sensation of pins in my head,2,Manual
headache,,,,I have been having headaches for two weeks.,1,Manual
headache,,,,My headache is not getting any better despite taking pain relief medications.,1,Manual
headache,,,,I feel a throbbing headache in the front of my head.,1,Manual
heartburn,,,,I feel heartburn after eating my meal.,1,Manual
heartburn,,,,My heartburn symptom is getting worse with spicy food.,1,Manual
heartburn,,,,I feel heartburn as my chest is burning,1,Manual
heartburn,,,,I have a discomfort sensation behind my breastbone,2,Manual
heartburn,,,,It feels uncomfortable in my chest that moves up my neck and throat,2,Manual
heartburn,,,,I have an irritation in my esophagus from acid,2,Manual
heat intolerance,,,,I hate hot weather and my body can't bare it,2,Manual
heat intolerance,,,,I can't stand warm temperatures it causes discomfort in my body,2,Manual
heat intolerance,,,,The hot temperatures cause me to feel unwell,2,Manual
heat intolerance,,,,I am suffering from heat intolerance,1,Manual
heat intolerance,,,,I become intolerant to heat and I am concerned about it,1,Manual
heat intolerance,,,,I am worried about why I am experiencing heat intolerance,1,Manual
heat or redness in ear canal,,,,I can feel a volcano in my ears,2,Manual
heat or redness in ear canal,,,,My ears feel really hot inside them,2,Manual
heat or redness in ear canal,,,,I have burining feeling in my ear canal,2,Manual
heat or redness in ear canal,,,,I am suffering from a heat feeling in my ear canal,1,Manual
heat or redness in ear canal,,,,I am feeling heat in my ear canal and I am concerned about it,1,Manual
heat or redness in ear canal,,,,I am worried about why my ear canal is red,1,Manual
heaviness in lower extremities,,,,I feel heaviness in my lower extremities.,1,Manual
heaviness in lower extremities,,,,My lower extremities feel very heavy while walking.,1,Manual
heaviness in lower extremities,,,,Shall I worry about my feeling of heaviness in my lower extremities,1,Manual
heaviness in lower extremities,,,,I feel I can't move my lower legs from the heaviness,2,Manual
heaviness in lower extremities,,,,I have heavy legs,2,Manual
heaviness in lower extremities,,,,My legs feel weighed and tired,2,Manual
heaviness in upper extremities,,,,I feel I can't move my hands from the heaviness,2,Manual
heaviness in upper extremities,,,,I have heavy shoulders,2,Manual
heaviness in upper extremities,,,,My arms feel weighed and tired,2,Manual
heaviness in upper extremities,,,,I feel heaviness in my upper extremities.,1,Manual
heaviness in upper extremities,,,,My upper extremities feel very heavy while typing.,1,Manual
heaviness in upper extremities,,,,Shall I worry about my feeling of heaviness in my upper extremities,1,Manual
heavy scrotum,,,,I feel heaviness in my scrotum.,1,Manual
heavy scrotum,,,,I have had a feeling of a heavy scrotum for the past two days.,1,Manual
heavy scrotum,,,,I can't stand for a long time because of my feeling of the heavy scrotum,1,Manual
heavy scrotum,,,,My testis feel very heavy,2,Manual
heavy scrotum,,,,My testis feel weighed and tired,2,Manual
heavy scrotum,,,,I feel I can't move my testis from the heaviness,2,Manual
heavy sensation or pressure in the groin,,,,I have a heavy sensation in my groin,1,Manual
heavy sensation or pressure in the groin,,,,I feel pressure in my groin area,1,Manual
heavy sensation or pressure in the groin,,,,I got the feeling of heaviness and pressure in my groin,1,Manual
heavy sensation or pressure in the groin,,,,The area between my abdomen and thighs feel very heavy,2,Manual
heavy sensation or pressure in the groin,,,,I feel an annoying pressure next to my genital area above my thighs,2,Manual
heavy sensation or pressure in the groin,,,,I have heaviness located where my abdomen ends and my legs begin,2,Manual
heel pain,,,,I feel heel pain even when I walk for short distances,1,Manual
heel pain,,,,My heel pain is not getting any better even with wearing medical shoes,1,Manual
heel pain,,,,I started to feel heel pain after a tough basketball game.,1,Manual
heel pain,,,,I can't stand on my foot because my heels hurt,2,Manual
heel pain,,,,My heel bone feels achy,2,Manual
heel pain,,,,The feeling in my heel is unbearable,2,Manual
hematospermia,,,,I am suffering from hematospermia,1,Manual
hematospermia,,,,I have noticed hematospermia and I am concerned about it,1,Manual
hematospermia,,,,I am worried about why I am having hematospermia,1,Manual
hematospermia,,,,When I ejaculate I can see spots of blood in the fluid,2,Manual
hematospermia,,,,The color of my semen appears with strings of red,2,Manual
hematospermia,,,,I have bloody ejaculation that is worrying me,2,Manual
hematuria,,,,I can see red spots in my pee,2,Manual
hematuria,,,,I'm peeing blood with urine,2,Manual
hematuria,,,,I have blood in my piss,2,Manual
hematuria,,,,"I started to notice hematuria a couple of days ago, and I am worried.",1,Manual
hematuria,,,,I have hematuria but in minimal amounts.,1,Manual
hematuria,,,,"I have multiple urinary symptoms, but the most worrying is hematuria, I need to know more.",1,Manual
hirsutism,,,,I started to notice hirsutism in the past few months,1,Manual
hirsutism,,,,I think there is increasing in the areas of hirsutism on my body,1,Manual
hirsutism,,,,My daughter has hirsutism and it is not regressing with medications,1,Manual
hirsutism,,,,I look like a man now with this large amount of body hair,2,Manual
hirsutism,,,,My chin is covered with unusual hair,2,Manual
hirsutism,,,,My belly has more hair than usual,2,Manual
hoarseness,,,,I am suffering from hoarseness,1,Manual
hoarseness,,,,My voice has changed as I have hoarseness and I am concerned about it,1,Manual
hoarseness,,,,My kid voice has changed due to hoarseness,1,Manual
hoarseness,,,,My voice sounds husky,2,Manual
hoarseness,,,,I started to hear my voice weak and scratchy,2,Manual
hoarseness,,,,My voice is softer in volume and lower in pitch,2,Manual
honey colored crusts,,,,I am suffering from honey colored crusts,1,Manual
honey colored crusts,,,,I have honey-colored crusts around my mouth and I am concerned about it,1,Manual
honey colored crusts,,,,I am worried about why I have crusts with the color of honey,1,Manual
honey colored crusts,,,,I have hard yellow lesions on my skin,2,Manual
honey colored crusts,,,,My skin has crusts that are yellow in color,2,Manual
honey colored crusts,,,,I can feel crusty lesions at the top of my skin that has a semi orange color,2,Manual
hot flashes,,,,My face suddenly started to feel warmer than usual,2,Manual
hot flashes,,,,My chest felt hot out of the sudden,2,Manual
hot flashes,,,,I have an annoying feeling of hot sensation in my neck,2,Manual
hot flashes,,,,"I have been feeling hot flashes for a month now, it is annoying.",1,Manual
hot flashes,,,,I feel hot flashes since I missed my period last month,1,Manual
hot flashes,,,,"I hope that hot flashes are not something serious, I am worried.",1,Manual
hot or burning sensation in legs or feet,,,,I am suffering from a burning sensation in my legs,1,Manual
hot or burning sensation in legs or feet,,,,I am having a burning sensation in my feet and I am concerned about it,1,Manual
hot or burning sensation in legs or feet,,,,My father says that he has burning sensation in his legs,1,Manual
hot or burning sensation in legs or feet,,,,My feet feel boiling,2,Manual
hot or burning sensation in legs or feet,,,,I have a sensation of warmth in my both legs,2,Manual
hot or burning sensation in legs or feet,,,,My ankles feel like they're burning,2,Manual
hot or burning sensation in spine,,,,My backbone feels hot,2,Manual
hot or burning sensation in spine,,,,I have a burning sensation coming from my vertebral column,2,Manual
hot or burning sensation in spine,,,,My spine feels on fire and I can't find a way to cool it down,2,Manual
hot or burning sensation in spine,,,,I feel a hot or burning sensation in my spine,1,Manual
hot or burning sensation in spine,,,,I am experiencing a burning sensation in my spine,1,Manual
hot or burning sensation in spine,,,,I can feel a hot sensation at my spine,1,Manual
hot or burning sensation in thigh,,,,My thigh feels boiling,2,Manual
hot or burning sensation in thigh,,,,I have a sensation of warmth in my both thighs,2,Manual
hot or burning sensation in thigh,,,,My thighs feel really warm,2,Manual
hot or burning sensation in thigh,,,,I am suffering from a burning sensation in my thighs,1,Manual
hot or burning sensation in thigh,,,,I am having a burning sensation in my thigh and I am concerned about it,1,Manual
hot or burning sensation in thigh,,,,My father says that he has a burning sensation in his thighs,1,Manual
hot or burning sensation in upper extremity,,,,My hands feel hot,2,Manual
hot or burning sensation in upper extremity,,,,I have a burning sensation coming from my arms,2,Manual
hot or burning sensation in upper extremity,,,,My palms feels on fire and I can't find a way to cool them down,2,Manual
hot or burning sensation in upper extremity,,,,I feel a hot or burning sensation in my upper extremity,1,Manual
hot or burning sensation in upper extremity,,,,I started to feel a burning sensation in my upper extremity,1,Manual
hot or burning sensation in upper extremity,,,,I have a hot sensation in my upper extremity,1,Manual
hot potato voice,,,,I have been experiencing hot potato voice,1,Manual
hot potato voice,,,,My voice sounds like hot potato voice,1,Manual
hot potato voice,,,,My hot potato voice is causing me issues at work,1,Manual
hot potato voice,,,,I started having a thick voice recently,2,Manual
hot potato voice,,,,My voice seems muffled,2,Manual
hot potato voice,,,,My words are coming out distorted and thick,2,Manual
hyperelastic skin,,,,I am suffering from hyperelastic skin,1,Manual
hyperelastic skin,,,,I have noticed my skin is hyperelastic and I am concerned about it,1,Manual
hyperelastic skin,,,,I am worried about why I have hyperelastic skin,1,Manual
hyperelastic skin,,,,I can stretch the skin of my hands more than other people are capable of,2,Manual
hyperelastic skin,,,,My skin is very elastic,2,Manual
hyperelastic skin,,,,I have skin that is rubbery,2,Manual
hyperglycemia,,,,I am suffering from hyperglycemia,1,Manual
hyperglycemia,,,,I have hyperglycemia and I am concerned about it,1,Manual
hyperglycemia,,,,I am worried that I have diabetes as I was tested for hyperglycemia,1,Manual
hyperglycemia,,,,The sugar in my blood is elevated making it hard to concentrate,2,Manual
hyperglycemia,,,,I'm dizzy because of my high sugar level,2,Manual
hyperglycemia,,,,I tested my blood sugar this morning and seems above the normal range,2,Manual
hyperosmia,,,,"Recently, I've noticed I'm able to smell literally everthing",2,Manual
hyperosmia,,,,I can smell even the lightest odors,2,Manual
hyperosmia,,,,I have an increased olfactory acuity that is annoying for me,2,Manual
hyperosmia,,,,I have been experiencing hyperosmia for the past two weeks.,1,Manual
hyperosmia,,,,I am trying to find what medication can help in my case of hyperosmia,1,Manual
hyperosmia,,,,My hyperosmia is causing me discomfort,1,Manual
hyperpigmented skin lesion,,,,I noticed I have hyperpigmented skin lesion at my leg,1,Manual
hyperpigmented skin lesion,,,,I can see a hyperpigmented skin lesion on my neck,1,Manual
hyperpigmented skin lesion,,,,I am suffering from multiple hyperpigmented skin lesions,1,Manual
hyperpigmented skin lesion,,,,My arm has random dark spots,2,Manual
hyperpigmented skin lesion,,,,I have a lesion on my skin that has a darker hue than my normal skin color,2,Manual
hyperpigmented skin lesion,,,,I have increased melanin in some parts of my skin,2,Manual
hypertensive,,,,I am suffering from hypertensive,1,Manual
hypertensive,,,,I have been found to be hypertensive and I am concerned about it,1,Manual
hypertensive,,,,I was in a general check-up today at the clinic and I was found to be hypertensive,1,Manual
hypertensive,,,,The pressure in my blood is elevated making it hard to concentrate,2,Manual
hypertensive,,,,I'm dizzy because of my high blood pressure level,2,Manual
hypertensive,,,,I tested my blood pressure this morning and seems above the normal range,2,Manual
hypoglycemia,,,,The sugar in my blood is down making it hard to concentrate,2,Manual
hypoglycemia,,,,I'm dizzy because of my low sugar level,2,Manual
hypoglycemia,,,,I tested my blood sugar this morning and seems below the normal range,2,Manual
hypoglycemia,,,,I am suffering from hypoglycemia,1,Manual
hypoglycemia,,,,I have hypoglycemia and I am concerned about it,1,Manual
hypoglycemia,,,,I am worried why I was found to have hypoglycemia despite eating healthy,1,Manual
hypomenorrhea,,,,I bleed less than 30 ml per menstrual cycle,2,Manual
hypomenorrhea,,,,My bleeding during my period is very low,2,Manual
hypomenorrhea,,,,The amount of blood I can see on my pad is very minimal,2,Manual
hypomenorrhea,,,,I am suffering from hypomenorrhea,1,Manual
hypomenorrhea,,,,I have hypomenorrhea and I am concerned about it,1,Manual
hypomenorrhea,,,,I am worried about why I am having hypomenorrhea,1,Manual
hypopigmented skin lesion,,,,I am suffering from a hypopigmented skin lesion,1,Manual
hypopigmented skin lesion,,,,I have a hypopigmented skin lesion on my arm and I am concerned about it,1,Manual
hypopigmented skin lesion,,,,I am worried about why I have multiple hypopigmented skin lesions on my chest and back,1,Manual
hypopigmented skin lesion,,,,I have a skin extension that is light in color,2,Manual
hypopigmented skin lesion,,,,There's a skin tag on my skin that is very light in hue,2,Manual
hypopigmented skin lesion,,,,I can touch a skin lesion that looks pale in color,2,Manual
hyposmia or anosmia,,,,I have been experiencing hyposmia for two months after covid,1,Manual
hyposmia or anosmia,,,,I am struggling with anosmia,1,Manual
hyposmia or anosmia,,,,I need to get rid of my anosmia,1,Manual
hyposmia or anosmia,,,,"Recently, I've noticed that I'm unable to smell literally anything",2,Manual
hyposmia or anosmia,,,,I can't smell even the lightest odors,2,Manual
hyposmia or anosmia,,,,I have a decreased olfactory acuity that is annoying for me,2,Manual
hypotensive,,,,The pressure in my blood is decreased making it hard to concentrate,2,Manual
hypotensive,,,,I'm dizzy because of my low blood pressure level,2,Manual
hypotensive,,,,I tested my blood pressure this morning and seems below the normal range,2,Manual
hypotensive,,,,I am suffering from hypotensive,1,Manual
hypotensive,,,,I have been found to be hypotensive and I am concerned about it,1,Manual
hypotensive,,,,I was in a general check-up today at the clinic and I was found to be hypotensive,1,Manual
hypotonia in a child,,,,I have noticed that my child is hypotonic,1,Manual
hypotonia in a child,,,,I was reading about hypotonia in children and the description matched my kid's behavior,1,Manual
hypotonia in a child,,,,I am concerned about my little kid being hypotonic,1,Manual
hypotonia in a child,,,,My child has less muscle mass than other kids in her age,2,Manual
hypotonia in a child,,,,There are barely muscles in my kid's body,2,Manual
hypotonia in a child,,,,My baby has little muscle in his body and it saddens me,2,Manual
impotence,,,,I am suffering from impotence,1,Manual
impotence,,,,I have been having problems with impotence and I am concerned about it,1,Manual
impotence,,,,I have impotence and it is really embarrassing,1,Manual
