Index,Input.LABEL,Input.SIMPLE_NAME,Input.SYMPTOM,Input.MESSAGE,Answer.text_answer,Level
239,angioedema,Swelling Of Deeper Skin Layers,face puffiness,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Why Is My Face Puffy? I feel abnormal in my face skin too,",2
241,angioedema,Swelling Of Deeper Skin Layers,face puffiness,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I'm not any acne cream, but I'm still experiencing face puffiness",2
242,angioedema,Swelling Of Deeper Skin Layers,lips swelling,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have noticed over the past month my lips tend to swell easy and often.,2
244,angioedema,Swelling Of Deeper Skin Layers,lips swelling,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Every time I eat peanuts I have lips swelling that makes it very uncomfortable,2
245,angioedema,Swelling Of Deeper Skin Layers,lips swelling,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am here because my lip is swelling a lot. I think I might even be having an allergic reaction to the makeup that I used earlier .,2
246,angioedema,Swelling Of Deeper Skin Layers,lips swelling,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"My lips have been swelling after I eat pears. I'm thinking this means I am allergic, but I am not so sure.",2
247,angioedema,Swelling Of Deeper Skin Layers,lips swelling,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I noticed my lips have been swelling up when I put on makeup yesterday,2
248,angioedema,Swelling Of Deeper Skin Layers,eyes puffiness,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have noticed over the past month that my eyes are puffy all day long.,2
250,angioedema,Swelling Of Deeper Skin Layers,eyes puffiness,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"My eyes are super puffy, red and itchy. When I itch them it just makes them even more uncomfortable.",2
251,angioedema,Swelling Of Deeper Skin Layers,eyes puffiness,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,When I had a fever I experienced eyes puffiness.,2
252,angioedema,Swelling Of Deeper Skin Layers,eyes puffiness,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I watched a sad movie and I cried and now my eyes are puffy.,2
253,angioedema,Swelling Of Deeper Skin Layers,eyes puffiness,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I havw puffy eyes that don't seem to go down unless I use a cold compress. I am not sure what is causing it but it tends to get worse when I am outside doing yard work.,2
254,angioedema,Swelling Of Deeper Skin Layers,edema under skin in hands or feet,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My rings are tight as well as my shoes which is uncomfortable I hope you can offer some type treatment for this edema under my skin and hands or feet.,2
256,angioedema,Swelling Of Deeper Skin Layers,edema under skin in hands or feet,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am here because my hands seem to be swelling up but it doesn't look normal to me. I think I am having swelling or edema in the skin under my left hand and I don't know what to do about it.,2
257,angioedema,Swelling Of Deeper Skin Layers,edema under skin in hands or feet,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I stepped on a nail the other day and now there is edema under the skin of my foot.,2
258,angioedema,Swelling Of Deeper Skin Layers,edema under skin in hands or feet,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I sprained my right ankle yesterday, and sibce today morning I can see edema under the skin of right feet and ankle.",2
259,angioedema,Swelling Of Deeper Skin Layers,edema under skin in hands or feet,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am suffering from edema under skin in hands for past two weeks.,2
260,angioedema,Swelling Of Deeper Skin Layers,genital edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Ever since I started using this specific brand of feminine wash I noticed I started developing genital edema. It is really painful and it is bothering me.,2
261,angioedema,Swelling Of Deeper Skin Layers,genital edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Over the past month I have experienced my genitals being swollen and increased in edema.,2
262,angioedema,Swelling Of Deeper Skin Layers,genital edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,There is some swelling on my penis.,2
263,angioedema,Swelling Of Deeper Skin Layers,genital edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My skin feels stiff near my genitals like it's swollen.,2
264,angioedema,Swelling Of Deeper Skin Layers,genital edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Cellulitis is a common bacterial skin infection that causes redness, swelling, and pain in the infected area of the skin",2
266,angioedema,Swelling Of Deeper Skin Layers,swelling of deeper skin layers,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been noticing lately that my skin seems to be swelling up and it is also burning.,2
267,angioedema,Swelling Of Deeper Skin Layers,swelling of deeper skin layers,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I noticed under the surface layers of skin there was some swelling.,2
268,angioedema,Swelling Of Deeper Skin Layers,swelling of deeper skin layers,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,All over my body it aches and it feels like my arm is swelled up.,2
269,angioedema,Swelling Of Deeper Skin Layers,swelling of deeper skin layers,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"After doing yardwork, I developed an itchy rash, with whelps, and swelling of deeper skin layers on my arms and legs.",2
270,angioedema,Swelling Of Deeper Skin Layers,swelling of deeper skin layers,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,It feels like there is swelling within the thickness of my skin. Like my skin is pulled tight.,2
271,angioedema,Swelling Of Deeper Skin Layers,edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have noticed over the past month that I am struggling with edema in my lower legs.,2
273,angioedema,Swelling Of Deeper Skin Layers,edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My ankles are swelling even with keeping them elevated continuously.,2
274,angioedema,Swelling Of Deeper Skin Layers,edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"After traveling to California, upon landing back in Florida, I have found that I am having edema in my lower extremities.",2
275,angioedema,Swelling Of Deeper Skin Layers,edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Edema appeared on my ankle after the jump.,2
276,angioedema,Swelling Of Deeper Skin Layers,edema,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My edema is acting up.,2
278,angioedema,Swelling Of Deeper Skin Layers,face puffiness,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My face feels puffy all of the time.,2
281,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been not eating just because I am never hungry. I have no appetite at all and my mom is afraid I may be developing anorexia.,1
282,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Doctor, it's been a while since I feel a lack of appetite, I don't feel like anything, in fact I often feel sick when I see something to eat, what can it be?",1
283,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I don't feel like eating lately, like no appetite for anything.",1
284,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been experiencing a loss of appetite over the last couple months. It has been getting worse daily. I have no desire to eat.,1
285,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,"I just haven't felt like eating recently, food just doesn't sound or smell good and I've been distracted and anxious.",3
287,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I'm ashamed to say but I have no appetite that I think is contributing to lots of weight loss.  My bones are poking out.  I have been extremely depressed and just don't want to eat.,3
289,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,Almost everything I try to eat makes me feel like I want to throw up.,3
290,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,"It's not that I'm not hungry, it's just that I don't feel like eating. Kind of like a restlessness of sorts. Like when there's plenty of food in house but nothing that you specific find appealing.",3
291,anorexia or loss of appetite,Poor Appetite,lack of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Recently I haven't felt like eating much.,2
292,anorexia or loss of appetite,Poor Appetite,lack of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Over the past month, I haven't been hungry and have been experiencing a lack of appetite.",2
293,anorexia or loss of appetite,Poor Appetite,lack of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I almost never feel hungry,2
294,anorexia or loss of appetite,Poor Appetite,lack of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Ever since my mom died i havent really been in the mood to eat.  Not anything.  I dont feel hungry or crave any food.  Ive been drinking alcohol everyday since the funeral.  The only time i feel hungry is if i smoke cannabis.  If i do eat, even a little, i get awful heartburn almost to the point of vomiting.",2
296,anorexia or loss of appetite,Poor Appetite,decreased appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I'm tired and haven't been eating as much as I need to because I have a decreased appetite.,2
297,anorexia or loss of appetite,Poor Appetite,decreased appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,When stressed I experience decreased appetite.,2
298,anorexia or loss of appetite,Poor Appetite,decreased appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am losing my weight and I am not at all hungry. I have very poor appetite.,2
299,anorexia or loss of appetite,Poor Appetite,decreased appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am just not ever hungry anymore.,2
300,anorexia or loss of appetite,Poor Appetite,decreased appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Since i have been sick i am feeling a decrease in my appetite.,2
301,anorexia or loss of appetite,Poor Appetite,not wanting to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,the reason i'm here is because for the past ten days i haven't felt like eating anything.  this is very unusual for me and the fact is i've never gone this long without wanting to eat anything.  i know i need to lose weight but this is not the way for me to go about it; i simply have no desire to eat.  i figured this would resolve itself but it hasn't and frankly i'm getting scared.,2
302,anorexia or loss of appetite,Poor Appetite,not wanting to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am never hungry. I can go for a very long time and just not eat. I have no desire or anything to eat. Even my favorite food I just don't want to eat.,2
303,anorexia or loss of appetite,Poor Appetite,not wanting to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Any and everything doesn't seem appealing to me, I just don't want it.",2
304,anorexia or loss of appetite,Poor Appetite,not wanting to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I haven't felt like eating anything lately.,2
305,anorexia or loss of appetite,Poor Appetite,not wanting to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I'm not sure what's going on, but I have not been able to want to eat as much as I should lately .... I feel like I'm under nourished because I just don't want to consume anything. It's hard for me to even choke down my basic calories for survival at this point.",2
307,anorexia or loss of appetite,Poor Appetite,loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I'm not as hungry as I should be, I 'm loosing my appetite.",2
308,anorexia or loss of appetite,Poor Appetite,loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I havent eaten nothing lately i crave nothing, i lost my appetite.",2
310,anorexia or loss of appetite,Poor Appetite,loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Since recovering from the flu I have loss of appetite.,2
311,anorexia or loss of appetite,Poor Appetite,loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have no interest in food anymore. I have begun to lose weight and beocme unhealthy.,2
312,anorexia or loss of appetite,Poor Appetite,reduced desire to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I don't feel like eating. I have no appetite lately, I can't finish a meal.",2
314,anorexia or loss of appetite,Poor Appetite,reduced desire to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I'm not as hungry as I normal, im losing my appetite.",2
315,anorexia or loss of appetite,Poor Appetite,reduced desire to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been experiencing with methamphetamines and since I have been using I have a reduced desire to eat.,2
316,anorexia or loss of appetite,Poor Appetite,reduced desire to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I'm just not hungry. I try to eat in the morning, but I get so busy during the day and evenings that I just forget to eat.",2
317,anorexia or loss of appetite,Poor Appetite,reduced desire to eat,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel like I have lost my appetite,2
319,anorexia or loss of appetite,Poor Appetite,anorexia,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Basically, I don't want to eat or drink anything. It's not like I'm not hungry or thirsty; I just don't want to consume anything.",2
320,anorexia or loss of appetite,Poor Appetite,anorexia,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I've been under a lot of stress lately, which is resulting in poor appetite",2
321,anorexia or loss of appetite,Poor Appetite,anorexia,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My anorexia is causing me to lose a lot of weight.,2
323,anorexia or loss of appetite,Poor Appetite,anorexia,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I think I might have anorexia. I can't get myself to eat anything.,2
324,anorexia or loss of appetite,Poor Appetite,cant eat well,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have noticed that my pants are getting loose fitting and I have lost some weight but I just can't eat well.,2
325,anorexia or loss of appetite,Poor Appetite,cant eat well,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have noticed over the past month that I am struggling with eating and have very little appetite.,2
326,anorexia or loss of appetite,Poor Appetite,cant eat well,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I haven't had an appetite lately at all. I can't eat well.,2
327,anorexia or loss of appetite,Poor Appetite,cant eat well,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been very stressed about starting a new job.  I have had no desire to eat for the last month. I can't eat well and now I have that to stress over too.,2
328,anorexia or loss of appetite,Poor Appetite,cant eat well,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I just haven't been hungry and when I think about eating and what I want at that moment, absolutely nothing comes to mind. Before I even have time to decide yes or no to whatever food I'm looking at or had a fleating thought about, my mind has already screamed nope. So I haven't been eating well.",2
329,anorexia or loss of appetite,Poor Appetite,poor appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am experiencing bad food consumption patterns due to  poor appetite.,2
330,anorexia or loss of appetite,Poor Appetite,poor appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,For a week now I have found that I am having a poor appetite resulting in weight loss.,2
331,anorexia or loss of appetite,Poor Appetite,poor appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am not hungry anymore. I don't really want to eat or prepare anything lately. I barely eat a salad and that's it.,2
332,anorexia or loss of appetite,Poor Appetite,poor appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,no hungry and no interest in eating foods sir,2
333,anorexia or loss of appetite,Poor Appetite,poor appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Recently I don't feel like  eating anything. No appetite' at all.Even when I see the things I like most I don't feel like eating.Why is this?,2
335,anorexia or loss of appetite,Poor Appetite,no appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I'm normally a big eater but recently I've just completely lost all interest in food.,2
336,anorexia or loss of appetite,Poor Appetite,no appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I never get hungry anymore, no appetite whatsoever and can't eat.",2
337,anorexia or loss of appetite,Poor Appetite,no appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am losing my weight and I am not feeling hungry. I have very poor appetite.,2
338,anorexia or loss of appetite,Poor Appetite,no appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have poor appetite and feel stomach is full.,2
339,anorexia or loss of appetite,Poor Appetite,no appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,doctor I've been feeling a lack of appetite nothing makes me hungry not even a stuffed sandwich.,2
340,anorexia or loss of appetite,Poor Appetite,not feeling hungry,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Sometimes I prepare tasty food but I fail to eat it because of poor appetite.,2
342,anorexia or loss of appetite,Poor Appetite,not feeling hungry,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I don't ever really feel hungry and I'm worried I'm not eating enough.,2
343,anorexia or loss of appetite,Poor Appetite,not feeling hungry,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I never get hungry anymore at all, I hope this is not an indication of cancer.",2
344,anorexia or loss of appetite,Poor Appetite,not feeling hungry,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I seem to be having early satiation. I can't even finish a handful of grapes without feeling full and no longer wishing to eat after a few bites.,2
345,anorexia or loss of appetite,Poor Appetite,not feeling hungry,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I'm not feeling hungry when I should; not at meal times, or when I'd normally want a snack.",2
349,anorexia or loss of appetite,Poor Appetite,loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have a reduced desire to eat.,2
351,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Hi doctor recently I am facing issue with loss of appetite not interested in food,1
352,anorexia or loss of appetite,Poor Appetite,anorexia or loss of appetite,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I haven't been myself lately I just don't feel hungry anymore.,3
353,anorexia or loss of appetite,Poor Appetite,lack of appetite,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I've lost my hunger,2
354,anorexia or loss of appetite,Poor Appetite,anorexia,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I haven't had much of an appetite for the past 2 weeks. No food seems appealing anymore.,2
355,anxiety,nan,anxiety,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,It's as if I've had way too much coffee:  I'm just anxious & jumpy all the time.,1
356,anxiety,nan,anxiety,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am having anxiety really bad lately.,1
357,anxiety,nan,anxiety,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I've been worrying about everything a lot recently.,1
358,anxiety,nan,anxiety,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Since moving out of my parent's house, I've had terrible anxiety.",1
359,anxiety,nan,anxiety,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I start to bite my nails when I get nervous.,1
360,anxiety,nan,anxiety,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,Going back to crowds of people is giving me anxiety after being home for so long.,3
361,anxiety,nan,anxiety,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,"I feel anxious about everything, I am having anxiety pretty bad right now.",3
363,anxiety,nan,anxiety,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,"I am becoming more and more anxious about my self recently. It is getting harder to focus, and I seem to get worried about everyday actions.",3
364,anxiety,nan,anxiety,Please DO NOT include the symptom itself in your answer. Try to think of another way to describe the feeling.,I cant stop feeling like something bad is about to happen. No matter what I do i cant stop thinking that sometging will go wrong. I am not even sure whatnit is but it keeps me from sleeping.,3
365,anxiety,nan,feel anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel so anxious all the time.,2
366,anxiety,nan,feel anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Lately, it's been happening a lot that I feel anxious when I leave the house because I hate getting in a car.",2
367,anxiety,nan,feel anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I get very anxious a lot, mostly at night when everything has calmed down or being in a very crowded place or waiting too long.",2
369,anxiety,nan,feel anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Two weeks ago I was in a car accident. I wasn't hurt but ever since that day I feel anxious all the time.,2
371,anxiety,nan,feel fearful,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been feeling fearful lately. Like bad things might happen.,2
372,anxiety,nan,feel fearful,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I am so scared, and have so much fear and anxiety lately.",2
373,anxiety,nan,feel fearful,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I just can't shake this fearful feeling like something bad is going to happen.,2
374,anxiety,nan,feel fearful,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am feeling fearful. I am not sure why,2
375,anxiety,nan,anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Having bad anxiety.  Need to change your ways.,2
376,anxiety,nan,anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel nervous and anxious about a lot of things lately.,2
377,anxiety,nan,anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I lost my job lately and I am feeling extremely anxious.,2
378,anxiety,nan,anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel anxious all the time.,2
379,anxiety,nan,anxious,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I've been feeling so nervous and anxious.,2
380,anxiety,nan,stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have a lot of stress lately.,2
381,anxiety,nan,stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,i am very stressed out from all of the people in my house i think it is affecting my heart,2
382,anxiety,nan,stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I have been feeling uncomfortable lately. I have been stressed out from the daily mind games in my head, to where it starts affecting me physically. I get headaches, less motivation, i'm tired, and my chest hurts.",2
383,anxiety,nan,stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel easily agitated.,2
385,anxiety,nan,worried,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been worried lately about a lot of different things.,2
386,anxiety,nan,worried,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"sweating, dizziness hard to concentrate",2
387,anxiety,nan,worried,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel worried all of the time and have so much fear and anxiety.,2
389,anxiety,nan,worried,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I am having a lot of anxiety lately. I worry about every little thing, and I can't help it.",2
390,anxiety,nan,worrying,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I worry all the time.,2
391,anxiety,nan,worrying,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I can't seem to stop worrying about everything all the time.,2
392,anxiety,nan,worrying,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I can't stop stressing about so many things,2
393,anxiety,nan,worrying,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been worrying too much lately. It causing me a lot of anxiety.,2
394,anxiety,nan,worrying,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I tend to overwhelm about the smallest things.,2
395,anxiety,nan,goosebumps,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I am getting goosebumps often, even when I am not cold.",2
397,anxiety,nan,goosebumps,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Thinking about paying back the heavy loan I owe the bank causes me goosebumps,2
398,anxiety,nan,goosebumps,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am experiencing continual goosebumps.,2
399,anxiety,nan,goosebumps,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Sometimes I'm just resting on the couch and I get goosebumps.,2
400,anxiety,nan,stressed out,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Lately I have been feeling overwhelmed and stressed out.,2
401,anxiety,nan,stressed out,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"My life is in total chaos. My car has broken down, they have cut my hours at work and I am thinking I might have to put my dog down. I am just really stressed out. I feel like my head is going to explode and that I just can't climb over the mountain in front of me. My stomach is all in knots and I am having trouble sleeping at night because of the stress levels I am feeling.",2
402,anxiety,nan,stressed out,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I feel overwhelmed and on the verge of a breakdown lately. Between work, school, and keeping up with the house, I can't seem to keep it together.",2
403,anxiety,nan,stressed out,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I'm having a hard time at the moment and I feel really stressed out,2
404,anxiety,nan,stressed out,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,My teenage son has me really stressed out with his determination to push boundaries.,2
405,anxiety,nan,feel nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I've been feeling nervous when I see people not wearing masks around me.,2
406,anxiety,nan,feel nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I'm not totally sure, but I feel nervous.",2
407,anxiety,nan,feel nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have had many moments in a day where I have uncontrollable panic. I feel sweaty and nervous at the same time.,2
408,anxiety,nan,feel nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Whenever I go out in public around big crowds of people I begin to feel nervous.,2
409,anxiety,nan,feel nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Well lately I have been at work and having to talk to customers I have started to feel nervous, I thought it was due to an energy drink but that did not work either.",2
410,anxiety,nan,easily agitated,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am agitated easily.,2
411,anxiety,nan,easily agitated,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have found myself easily agitated lately.,2
412,anxiety,nan,easily agitated,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I noticed I have been getting easily agitated lately. Everything annoys me!,2
413,anxiety,nan,easily agitated,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Whenever something does not go my way, I get angrier than I should.",2
414,anxiety,nan,easily agitated,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"after starting my new medication, I get easily aggitated.",2
415,anxiety,nan,more stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have just been under aloft of pressure. I think its severely stressing me out.,2
416,anxiety,nan,more stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I have been feeling more and more stressed out lately.,2
417,anxiety,nan,more stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"I feel so stressed out lately, so much stress.",2
418,anxiety,nan,more stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"Hey, Dr. (name). I'm coming in today because lately I feel I've been under more stress and I'd like to see or talk to someone about it.",2
419,anxiety,nan,more stress,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,After I took the new job  have more stress.,2
420,anxiety,nan,nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel really nervous all the time.,2
421,anxiety,nan,nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,When I get around large groups of people it makes me nervous.,2
422,anxiety,nan,nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I feel nervous all of the time.,2
423,anxiety,nan,nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,Why am I nervous now after taking new meds?,2
424,anxiety,nan,nervous,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,"When I am around a crowd of people, I feel nervous.",2
425,anxiety,nan,lots of worries or concerns,Please make sure to include the symptom in your answer. Try to incorporate the terms in your entry.,I am worried all the time. I am concerned about everything.,2
