label,text
tachycardia,I'm concerned because lately i notice that my heart is beating very fast even when it shouldn't be; for example i could be sitting at home watching television and i can tell my heart is beating faster than it should be.
tachycardia,fast heartbeat
mass at lower extremities,There is a small mass on my left thigh. I may have hit it on something but I can't say for sure it caused it.
dyspnea,"Sometime, even when I'm resting it is difficult to breathe properly.  I can get very out of breath."
weight loss,I have lost fifteen pounds and I am not working out and my diet as not changed
mass at lower extremities,"I found a mass in my calf, it hurts a little but not too bad."
epistaxis,hemorrhage from the nasal cavity
headache,If I get temper I feel throbbing feeling around forehead. often I am getting head ache on one side of my head.
fever,"I have been experiencing a fever. After I worked in the rain, I think I got the cold and now I can't get rid of this fever. I constantly feel like I am cold but my body feels extremely hot."
fever,I think I'm running a fever because my body temperature has just been getting hotter and hotter lately .
headache,I've had a headache but it is only on the left side of my head.
headache,I have noticed over the past month my forehead often feels tight and tingle during the day.
mass at lower extremities,My hip feels heavier than usual.
heartburn,I'm having this feeling of burning pain in my stomach.
epistaxis,After I finished eating I had hemorrhage from the nostril.
polydipsia,I drink and drink and drink water all day and am still always thirsty.
dyspnea,I have been feeling really uncomfortable breathing lately.
heartburn,"After I eat, I sometimes puke a little back up into my own mouth, and almost throw up."
epistaxis,There’s blood pouring out my nose doc. You have to stop it immediately.
heartburn,pyrosis
heartburn,I have to drink milk all of the time or I get heartburn.
dyspnea,"It's hard for me to breath, and my lungs hurt whenever I walk."
fatigue,My body has been aching even when I didn't workout that day
fever,I have been experiencing high fever and it has been causing goosebumps on my skin.
fatigue,ive been super super tired lately
headache,sensation of tightness around forehead
fatigue,So it's been really common that I've been getting sleepy super easily without any explanation.
fatigue,I'm so exhausted all the time - I have no energy at all
fatigue,"I have some kind of chronic fatigue, I am tired constantly, even just after rising."
weight loss,I am here because I recently lost 20 pounds but I haven't been making any effort to lose weight. All of this unexpected weight loss is starting to scare me.
dyspnea,"Even when I am completely relaxed, I can't seem to catch my breath"
fatigue,I feel like i am constantly exhausted from morning to night no matter what i do im always tired.
dyspnea,I have been having trouble breathing all day long.
headache,"Every day, about mid afternoon, I get a sharp pain in my head. It's usually only my right side near my temple and lasts for about 20 minutes."
dyspnea,I am having difficulty with breathing.
dyspnea,"I was started to feel like I couldn't breathe, almost like I was suffocating."
mass at lower extremities,I have an additional appendage growing out of me and I think its a legs or feet.
epistaxis,I have high blood pressure and because of that I have been hemorrhaging from the nasal cavity.
weight loss,"I've been losing a lot of weight recently even when eating properly and trying to gain weight, people have noticed the drastic change of my weight and I'm not sure what the cause of this is."
dyspnea,"This morning, I am having a hard time to breath. Especially when I lay down."
fever,I have been carrying a fever for a week now and my temperature is very high.
fatigue,exhausted
heartburn,acid indigestion
fatigue,good day doctor and thank you for getting me an appointment so quickly. i can't tell you how frustrated i am.  for the past few weeks i've been exhausted; this is effecting every aspect of my life.  i almost fell asleep at work the other day and in fact i think i actually was asleep for a few seconds.  when i was driving over here i could hardly keep my eyes open.  i haven't been under any increased stress; i;m no more nervous than i usually am and i need to know what's wrong with me..
epistaxis,My nose just won't stop bleeding and I think I have a condition called epistaxis.
weight loss,not gaining weight properly or losing weight unintentionally
fever,"I have been feeling really hot, like I have a fever."
headache,It feels really tight around my forehead area.
tachycardia,I have been randomly experiencing tachycardia and it doesn't seem to be linked with physical activity.
mass at lower extremities,"I am having numbness, pain, and tingling on the outside of my thighs."
headache,I have head pain that feels like a migraine. It is worse with bright lights.
mass at lower extremities,So I was out doing some yard work a couple a days ago and I think I may have pulled or muscle or something. Because the next day I discovered I had a lump on  my lower extremity. I'm nor sure if that is what cause me to have this lump but its the only thing I can think of.
polydipsia,I feel like I never drink enough. My mouth feels dry and I feel dehydrated even if I drink all the time.
weight loss,"I take food well. however, I am not gaining weight properly. what to do?"
fatigue,bodypain
weight loss,"No matter how much I eat, I just keep looking smaller and smaller."
polydipsia,excess consumption of fluids
mass at lower extremities,For the past year there has been a mass at my hip
mass at lower extremities,I was getting out of the shower the other day and it looked like I had some kind of blister or cyst on the inside of my thigh.
weight loss,"I haven't changed my diet or exercise routine, however I seem to be losing weight unintentionally."
weight loss,I have been losing a lot of weight lately and I have not been trying to lose.
mass at lower extremities,I have a lump on my hip.
mass at lower extremities,"There is a bump on my leg, right above the knee. I think I hurt myself without noticing yesterday."
dyspnea,Doctor i can just walk from one room to another or get up from sitting down and will experience shortness of breath
tachycardia,"My heartbeat is really fast all of the time, never below 120 BPM , pulse."
epistaxis,Over the past month I have experienced an increase in epistaxis for 3 days a week.
tachycardia,I have been experiencing fast heart rhythms when I am just sitting still or laying in bed.
polydipsia,I'm drinking water all the time because I am constantly very thirsty.
headache,I just can't seem to get rid of this throbbing feeling in my head.
dyspnea,"I feel like I am suffocating, I literally can't catch my breath."
fever,"I'm constantly sweaty and hot, but my air conditioning is at the highest setting!"
mass at lower extremities,I fell out of my chair last night at the bar. This morning I woke up with a mass on my leg and a bruise on my feet.
tachycardia,I have had a rapid heartbeat it's concerning due to the fact I have AFib it's concerning and I have to watch what I eat I'm on meds for this but still am limited to what I do
fever,shivering chills
weight loss,not gaining weight
fever,I have had a cold for several days and now I feel like I have a fever. I keep getting chills off and on.
heartburn,"I always feel uncomfortable in my stomach. I feel it is burning, and hot in my throat."
mass at lower extremities,I have found bumps on the bottoms of my feet that are making it painful to walk.
heartburn,After I eat spicy foods I have a burning sensation in the middle of my chest and upper abdomen.
heartburn,These pass few weeks I have eating later than usual and I have been experiencing burning in my chest.
fatigue,I am very fatigued every day. I am constantly tired.
mass at lower extremities,I have a mass growing on my left hip.
epistaxis,I have noticed over the past month that my nose tends to bleed.
tachycardia,Every time I go out in public now my heart begins to race. I think I have anxiety.
heartburn,I have been eating and drinking a lot and due to that maybe I am feeling this chest burn that doesn't seems to go away no matter how much water I drink
mass at lower extremities,lump at legs
fatigue,"For the past few days, I have had a lot of body pain all over and I feel under the weather."
mass at lower extremities,"While I was getting dressed the other day, I noticed a lump in my leg and now it's making it hard for me to walk."
fatigue,body feels weak
tachycardia,My heart feels like it's beating out of my chest.
heartburn,I have this burning feeling in the top part of my chest.
dyspnea,uncomfortable breathing
polydipsia,I have what constant excessive thirst. I drink all the time throughout the day and I'm still always thirsty.
polydipsia,For the last month I have had a feeling of being thirsty all the time. I just can't seem to get enough to drink. I can drink 2 or 3 glasses in an hour and I still feel like I need more.
tachycardia,"When I engage in less vigrous excercises, I experience a rapid heart rate."
fever,increased body temperature
heartburn,Affected by pyrosis before few months.
fatigue,After waking up in the morning. I feel tired all the time.
fever,I have been having a fever lately.
heartburn,I have this burning feeling in the pit of my chest. It feels like it is on fire. I drink water but it does not stop the pain.
dyspnea,I have been feeling smothered and it makes daily life hard.
fever,"Ever since going to a party yesterday, I've been really feverish and after taking my temperature, it came back with 100 degrees."
mass at lower extremities,I have these big lumps in my legs.
mass at lower extremities,"Hey doctor, I woke up yesterday morning and found that they are lumps on my left thigh. At first I thought it was a bad bug bite but now I'm not too sure and I'm a bit worried about what they are. The reason I came today is that this morning, on my right thigh, I got another lump. They are all a bit sore."
weight loss,I weigh less than I normally do but haven't made changes for me to be losing this weight.
mass at lower extremities,mass at the hip
polydipsia,I feel thirsty always. My tongue gets parched soon. I have Excessive Thirst.
dyspnea,"When I walk up a short number of stairs, I have difficulty breathing."
fatigue,"When  I got home from work, I was feeling very fatigued. I am feeling nausea as well as a body ache and chills."
headache,aches
dyspnea,When I am sitting in the evenings sometimes I have a hard time breathing.
fatigue,After cooking dinner every evening I am left with a bodyache and my heart would start palpitating rapidly.
heartburn,"Even when I have not eaten, or sometimes just after, I get heartburn and have to put sodium bicarbonate under my tongue and on my venal vein in the front of my mouth to find relief."
fatigue,I can't seem to muster up the energy to do daily tasks.
heartburn,"There has been a burning feeling in my chest and throat lately, especially when I lay down at night."
weight loss,I haven't changed my diet or exercise in any way but I have been losing weight without trying and it's concerning my spouse.
epistaxis,Every time I go jogging I get a nosebleed.
fever,Whenever my blood pressure gets up I get goosebumps.
mass at lower extremities,There is a mass on the top of my left foot.
polydipsia,I am feeling so thirsty even after drinking so much water.
epistaxis,Over the past month I have experienced nose bleeds that last 2-3 hours each time.
mass at lower extremities,I have this new big bump on my thigh.
fatigue,"I feel tired all the time, and my body aches."
weight loss,"My weight is decreasing for no reason. I am tried to eat more than usual to gain weight, but it won't work."
fatigue,I literally can't get myself out of bed because I am so tired.
fever,"I was feeling very hot, so I took my temperature and it was very high."
weight loss,I have been eating normally but am losing weight.
dyspnea,"I was diagnosed with asthma a child and it improved over the years, but now I am having trouble breathing at night when I sleep. I wake up coughing or gasping for air."
polydipsia,Going to college and meeting up with the wrong types of people is definitely what helped trigger my excess drinking.
epistaxis,Over the past month I have experienced an increase in blood loss from my nose.
heartburn,I get a burning pain in my stomach whenever I drink orange juice or eat spice food.
headache,I’m having headache and high fever at the same time
heartburn,This pregnancy the acid reflux is bad I can’t lay down
tachycardia,Sometimes thinking of anything else makes me heartbeat raise and not to do any work
weight loss,underweight
fatigue,bodyach
fatigue,"At times, I'm doing nothing and an overwhelming sense of tiredness will come over me."
heartburn,cardialgia
tachycardia,rapid heartbeat
heartburn,"I went to an Italian restaurant and had lasagna for dinner. Afterwards, I experienced cardialgia."
heartburn,I have a burning in my chest and throat and I am regurgitating it.
mass at lower extremities,I got this bump on my foot.
heartburn,"My Mom, sometimes coughs so hard that she nearly gags and throws up. She says that she tastes acid everything this happens"
fatigue,laziness
tachycardia,I have noticed over the past week that my heart seems to be racing.
fatigue,I have had an overwhelming feeling of tiredness lately. It came on fairly quickly about two weeks ago. I have no energy and it is really difficult to et anything done.
fever,"I keep getting these fevers all of the time, even though I have been eating plenty of watermelon, which is known to lower fevers."
fever,"Every evening, I feel like I have a raised temperature. I sit down at the end of the day and feel like I'm suddenly running a fever. It may be hormonal or a result of exhaustion."
fatigue,malaise
mass at lower extremities,There is a bulge of skin coming out of the side of my leg higher than my thigh
weight loss,inappropriate decrease in body weight
weight loss,"I am having trouble gaining weight, I eat alot but instead I could lose weight if I skip a meal."
headache,It seems when I am bending over to pick things up I have forehead pressure and it is uncomfortable.
headache,When I'm in the noisy place my head hurts very bad.
polydipsia,I came home and drank beer a few times and I’m drinking water constantly
tachycardia,When I have 3 cups of coffee I feel a rapid heart rate
tachycardia,"Sometimes, I am just relaxing in the office and I experience a rapid heart rate"
fatigue,The past few days I've been feeling really tired and lethargic.
mass at lower extremities,Every time I go to sit down I have this pain from a mass at my hip.
polydipsia,I wake with excessive thirst
fatigue,I get really fatigued after walking a short distance.
dyspnea,I have difficult to sleep because I can’t breathe well.
tachycardia,fast heart rhythms
fatigue,I'm tired all of the time and I have a lack of energy
polydipsia,polydipsia
fever,I am having a fever since last night. It is not getting any better at all.
polydipsia,I smoked my vape and now chronic ingestion of large volume of water
polydipsia,I cannot seem to stop drinking water. I keep feeling dried out and its like an excessive thirst.
weight loss,"I have been having weight loss, despite the fact that I have been eating a lot and haven't been exercising."
fever,"I can't seem to cool down, I have increased body temperature throughout the day and night."
tachycardia,heart beats fast
fatigue,"I feel like it doesn’t matter how much sleep I get, I constantly have a lack of energy."
mass at lower extremities,thighs
polydipsia,I am always thirsty. I am drinking about a gallon of water an hour. I just have an extreme thirstiness all the time.
fatigue,feeling tired
epistaxis,When I jog I always get a nosebleed
fatigue,"I've been feeling very tired, like I can hardly do the housework I need to do anymore. I wake up, get up, but I have no energy to do anything. Also, when I go out, I feel so weak that I have to sit down somewhere."
dyspnea,"Whenever I am casually walking, I have a sudden onset of shortness of breath. I have tried sitting for a moment, but I continue to experience shortness of breath even when I am sitting down and not active."
weight loss,Due to some hormone imbalance i get over weight after that i follow some diet and i get my weight loss
heartburn,"Whenever I had snacks before taking food, I feel burning sensation in the middle chest after taking food. why?"
headache,I recently had a mini bicycle accident and fell flat on my face. Ever since that day I can feel pressure on my forehead and I'm wondering if this will ever go away or might be something more serious.
fever,I went to an event with a lot of people and now I have a fever.
heartburn,"After I eat the food comes back up, I have a very bad reflux."
polydipsia,"No matter how much I drink, I am still thirsty, I'm feeling excessive thirst."
fatigue,I AM A SHORT GIRL AND I AM EATTING WELL BUT I FEEL VERY TIRED FASTLY AND MY EYES ARE RED
fever,I go from feeling hot and sweaty to cold with chills with no energy.
tachycardia,My heart rate seems higher than normal.
epistaxis,"When I blew my nose, it started gushing blood and it took forever to stop."
weight loss,I feel like I have a loss of energy when I wake up and I have been eating trying to gain weight by eating bananas and more protein but it does not seem to be helping me gain weight. Instead it seems like I am losing more than I am gaining.
heartburn,I don't know if I have heartburn because I love hot sauce but it's getting a little worse. I don't eat hot sauce with everything. In fact it occurs even when I don't have any. Last night I woke up and it felt like stomach acid was in my throat. In fact I had to keep myself from throwing it up.
heartburn,"Since last week, I've been having episodes of acid regurgitation. It get's worse when I lay down."
fatigue,When driving my arm starts to feel really weak. I'm not able to turn the steering wheel correctly anymore.
dyspnea,I noticed when I walk around I am having trouble breathing and shortness of breath.
fatigue,"I recently recovered from flu, but now suddenly I am experiencing loss of strength in my muscles."
dyspnea,"When I get up and start to walk to the bathroom, by the time I am half way there I am already winded, and find it hard to breath."
heartburn,I have had heartburn for several days now and it is affecting my work.
headache,"I've been experiencing daily head pain that won't go away, and it's very distressing."
weight loss,I dropped about 30 pounds in only a few weeks.
heartburn,I get heartburn all of the time unless I use a little bit of baking soda.
fatigue,bodyache
weight loss,i feel very free after my weight loss
weight loss,"I have been eating a lot more to try to fill out but no matter what I do, I can't get the pounds to stay on"
mass at lower extremities,I feel like I have a big knot or multiple knots on the back of my thigh.
epistaxis,nasal bleeding
fatigue,I haven't gotten around to any household chores and rarely leave the house anymore as I am feeling tired.
fever,"having cough, fever and soar throuat"
heartburn,burning pain in stomach
fatigue,lack of energy
fatigue,Over the past month I have experienced an increase of tiredness during the day.
heartburn,discomfort in throat
fatigue,I always feel tired. I don't have any energy.
epistaxis,Every time I play basketball I get epistaxis.
fatigue,I just got over encumbered very quickly. An overwhelming weakness came over me.
fatigue,"During the lockdown I went into depression, and now when I am back to work, I always feel tired."
dyspnea,It is very hard to breath at times.
heartburn,I've been having a lot of burning pain that it feels like it's coming up my throat.  It's like everytime I eat Hot Sause or something really spicey that I feel this way.
epistaxis,I've been getting nosebleeds randomly.
fever,I have a very high fever.
dyspnea,difficulty breathing
fever,"My temperature is really high, I have a fever."
headache,"Hi doctor, I am coming in today because i have had this headache that has not gone away for a few days, certain lights make this headache worse. I have tried taking tylenol, checking my blood pressure and that is normal. Can you help me get rid of it."
dyspnea,Just walking to the mailbox I'm back is making me breathless.
polydipsia,Doctor I think I am suffering from chronic ingestion of large volumes of water and I have always felt thirst for this.. Is it a very harmful thing?
polydipsia,I get up thirsty every night and have to drink at least two glasses of water. It seems my thirst is excessive.
dyspnea,"Every now and then, I have difficulty breathing."
fatigue,Over the past month I have experienced an increase in feeling overly exhausted.
headache,I am having this head pain in the front of my head and it’s worse when I lye down.
dyspnea,"Sometimes, for no reason, I have a hard time breathing."
heartburn,I feel like there is a burning feeling in my chest and it tastes like acid
heartburn,When I am laying in bed if I sleep on the wrong side I get really bad acid regugitation that burns my nose and throat.
fatigue,I sleep 8 hours a night but I still feel that I am tired all day like I have not slept at all.
weight loss,I keep losing weight even though Im eating more to gain weight.
fatigue,tired all day
fever,"I have been feeling very hot, like feverish."
epistaxis,"My nose is bleeding alot, everyday."
fatigue,It’s hard to do every day activities because I have body ache and don’t want to move.
weight loss,unexpected weight loss
weight loss,"I've been losing weight steadily, without even trying."
epistaxis,When I wake in the morning there is blood on my pillow.
dyspnea,"Once in awhile at night while sleeping , I wake up feeling like I am suffocating and can't breathe."
weight loss,"I was in bed rest for a week due to back pain, and now I am experiencing sudden weight loss even after having a normal diet."
tachycardia,rapid heart rhythms
epistaxis,Some times I wake up and I have blood on my nose and pillow. My brother has the same problem. There is no injury.
weight loss,I have had problems with insufficient weight of late as if all of a sudden anything I ate didn't seem to matter at all
fever,"I just don't like myself. I feel weird and chilled and out of my head, so I used a home thermometer, which showed a raised temperature."
dyspnea,I have been getting short of breath when I walk.
fatigue,I have noticed over the past month my full body feels weak and very little energy.
headache,Yesterday I spent all day out in the sun working on yard work. My the time I went to bed my head hurt. I took some tylenol but it still hurt this morning. I took more tylenol but my head still hurts.
fever,I have had a temperature for three days but no other symptoms.
tachycardia,"Whenever i stand up or sit down, i get like this sensation that my heart is beating out of control.  Its frightening.  Sometimes it happens in the shower so i have to stop and wait for it to go away.  I exercise regularly and it never happens during exercise."
mass at lower extremities,"I have a mass at my hip, it is like a bulge that I don't know where it came from."
epistaxis,epistaxis
heartburn,I take antacids daily but I can't seem to get rid of the constant acid indigestion.
dyspnea,I have been experiencing dyspnea when lying down.
mass at lower extremities,legs or feet
heartburn,"I have had a cold for about a week, nothing out of the ordinary. Now I am having a lot of discomfort in my throat."
weight loss,Doctor i eat a lot but can't seem to gain any weight
weight loss,"No matter how hard I try, I am unable to gain weight."
weight loss,losing weight unintentionally
dyspnea,I can't seem to take a full breath.
tachycardia,fast pulse
weight loss,"I keep losing weight, even though I have been eating even more than usual lately, I wake up and see that I have lost several pounds in my sleep."
mass at lower extremities,mass at legs
fatigue,"I've been really tired lately, but I can't sleep in my own without melatonin. Even with melatonin and 8 hours of sleep from taking it, I still don't feel refreshed."
heartburn,chest burn
polydipsia,Excessive Thirst
heartburn,I have been having acid indigestion and it is hard to eat any food.
dyspnea,My throat/ airway is very tight and I cannot breath normally.  I have great difficulty trying to take in air even while sitting down.  It feels air is being sucked out of me.
tachycardia,Even when I am sitting still I think I notice a rapid heart rate.
epistaxis,I bumped my nose today and lost a lot of blood from it. I was bleeding from my nose for awhile.
epistaxis,I am experiencing blood loss from my nose at an unexpected rate because I already had two nosebleeds this week.
fatigue,I feel like I need something more to make up for having no energy
headache,Whenever I drive the sun gets in my eyes and I get a headache.
fever,For the last week I have had a severe fever.
weight loss,I am not gaining weight Properly for the past 6 months. I take food properly
fatigue,loss of strength
fatigue,"I sleep good, i drink a lot of water and i eat very healthy but for some reason im always feeling tired."
polydipsia,I have been so thirsty that I end up consuming twice what I usually do- my general practitioner called my symptom polydipsia.
headache,I have been having horrible head aches more than five times a month. They are very painful and I have a hard time trying to concentrate when I get them.
fatigue,Sometimes I'll be driving to the store and I just get a sudden feeling of tiredness. Or I'll be walking in the house and suddenly just get so exhausted I have to lay down for a little bit.
fatigue,"Even after a full nights rest, I still feel exhausted throughout the day"
polydipsia,"It's very unusual for me, but I'm just excessively thirsty all the time."
tachycardia,My heart feels like it's beating faster than it should.
weight loss,I've lost a large amount of weight over the last several months without dieting and am concerned that something is wrong.
dyspnea,"There can be times when I'm getting ready for work and I cannot breath, as if there isn't any oxygen available."
fatigue,My whole body just aches and pain and I'm tired all the time.  It's been going on now for a few weeks.
weight loss,inability to gain weight
dyspnea,"The slightest exertion makes me short of breath, even just making my bed."
heartburn,Going out to a restaurant is always difficult because my friends and family will notice my acid reflux triggering itself as I eat my meal.
headache,Lately I've been having headaches that feel like a ton of pressure right to my forehead.
dyspnea,cant breath
tachycardia,"I'm worried, I've not done anything strenuous but my hearts racing."
mass at lower extremities,I noticed a lump at the bottom of my foot this morning. It is red and swollen and hurts to walk on it because it is on the bottom of my foot.
weight loss,I am losing weight without dieting or changing my eating habits. I don't know  why this is happening
fatigue,My body aches all of the time.
fever,Yesterday morning I awoke with a raised temperature. I felt tired and sore all over.
fatigue,get tired fast
polydipsia,constantly very thirsty
fever,I feel like I've had a fever these last few days. I'm frequently cold and will get shivers. my face feels flushed
heartburn,I have a lot of acid reflux and heartburn often.
dyspnea,"Lately I have been trying to engage more in physical activity, but yesterday when I was running I noticed that when I attempted to run a little faster I just can't breath."
tachycardia,Sometimes I feel heavy rapid heartbeat.
mass at lower extremities,lump at thighs
tachycardia,"My heart has been racing, I can feel it working overtime and pumping very rapidly."
tachycardia,my heart seems to be beating at irregular pace
fever,Shivering chills befor of high temperature.
fatigue,fatigue
polydipsia,"I dont know why, but lately i have been experiencing excessive thirst. I havent changed anything in my life and its like i am constantly thirsty."
fever,I’ve got a high temperature and I checked it with a thermometer. It’s 110 degrees.
fever,goosebumps
headache,"My brain aches. It feels like shooting, stabbing fire pokers in my head."
fatigue,im tired all day lately no matter what i do or how much i sleep.
headache,I was in a car accident last week. I only had a few bruises from it and thought I was fine. However the last 2 days I have had left half head pain. It has been constant.
heartburn,acid reflux
weight loss,I am worried I am too skinny but I eat so much to gain weight and nothing happens.
fever,high temperature
heartburn,I keep getting this burning sensation in my chest whenever I go to lay down at night.
fever,I have hyperthermia I drink water three times of the day I got a fever I feel dehydrated.
fever,"When I woke up this morning I wasn't feeling too well, so I decided to check my temperature and it seems I have a fever."
tachycardia,Rapid Heart Rate
heartburn,I’ve had discomfort in my throat for the last 3 days after I swallow
epistaxis,My brother hit me in the nose and now it keeps bleeding
dyspnea,"I've been having shortness of breath, even after just walking a few steps."
weight loss,"Even though I have been eating alot lately, I keep losing weight."
dyspnea,"I am having trouble taking breaths. Letting the air out is not a problem, but inhaling is."
epistaxis,I have been having a bleeding nose and I am not certain why.
fatigue,body ache
headache,My feet don't hurt but the pain is painful at my head.
dyspnea,"I just can't seem to breathe normally, like no matter what I do I feel breathless. Even if I'm just laying down I just can't seem to catch my breathe, it's like I'm constantly running full speed, even if I'm not moving."
dyspnea,cannot breath
fatigue,I have noticed over the past month that I have no and little energy to complete tasks.
dyspnea,i find myself grasping for air
heartburn,I feel as though I have bad heartburn.
polydipsia,I feel like I can never get enough to drink.
mass at lower extremities,A large mass as developed on my right hip.
polydipsia,I drink water all the time but I can't seem to get rid of this excessive thirst.
headache,After working all day I have a lot of pain in head once I get home.
tachycardia,rapid pulse
epistaxis,Blood starts running out of my nose after I sneeze and some times when I'm in a hot shower.
headache,head pain
fever,For the last three days I've experienced increased body temperature. I was in the rain one day and I think I got cold.
fatigue,tired
fatigue,"I just don't feel like doing anything.  It's not like I'm sick, just lazy."
fever,My temperature has been very high for about a week.
polydipsia,I've been super thirsty! I can't help but drink excessive amounts of water.
mass at lower extremities,lump at feet
tachycardia,"My heart beat feels rapid even when I'm not doing anything particularly active,"
fatigue,"Throughout the day I started feeling very weak and tired, all of my energy is depleted and that usually doesn't happen until I do something that requires a lot of my energy."
fatigue,I've just been feeling tired and lazy.
fatigue,I have been feeling very weak and tired for the last week.
headache,headache
fever,I am really hot and sweaty and uncomfortable and it just feels like my temperature is higher than it should be so I think I have a fever.
polydipsia,I am thirsty all the time and drink excessive amounts of water.
fatigue,feeling of tiredness
fever,"I feel hot and cold, I think I have a fever. My whole body has hot flashes and then chills."
weight loss,Not Gaining Weight Properly Or Losing Weight Unintentionally
dyspnea,"I'm having trouble getting a full breathe, my chest feels tight."
dyspnea,shortness of breath
headache,I was walking down my stairs when my foot got caught and I tripped. I fell head first to the hardwood floor and have had forehead tension since.
polydipsia,"I am not doing anything differently than normal, I exercise a regular amount, but I am always thirsty!"
fatigue,I have been very tired and exhausted lately and don't know why.
fatigue,"The past month or so, it's become apparent that I am running out of energy and feeling really tired which isn't common for me."
headache,I feel aches in the whole body which sometimes prolong for hours.
tachycardia,After my coffee I experience fast heart rhythms.
fatigue,"I feel tired all of the time, it takes me a while to get out of bed in the mornings."
weight loss,My clothes have been getting looser and looser. I have been eating and working out like normal.
fatigue,I feel really achey and tired all the time - my body is so sore
fever,"My body temperature is higher than it should be, even though everything else feels fine."
headache,"Ive been getting these headaches, but theyre not normal headaches.  Its only on the left side, and not like a migraine its on the top.  It feels like someones stepping on the top of my brain.  It makes me dizzy and i have trouble thinking and concentrating."
dyspnea,Difficulty Breathing
dyspnea,cannot inhale
dyspnea,breathless
weight loss,"No matter what I eat and in what quantity, my weight is always insufficient."
fatigue,I am doing work heavily nowadays and i am getting tired fast and drowsy sometimes
dyspnea,I was having an arguement with someone the other day and all of a sudden I got this suffocation feeling.
tachycardia,My heart is racing really fast and I feel a bit lightheaded due to the increased palpitation.
polydipsia,"Ever since I changed my diet, I have experienced excess consumption of fluids."
tachycardia,I am having extremely fast pulse even after a small walk.
fatigue,I just don't have any get up and go anymore and don't know why I have lethargy.
weight loss,"I have been following a balanced diet, with carbs, fats, proteins in equal quantities, but still I am not gaining weight, and also losing weight unintentionally."
fever,I have chills so bad I am shivering.
mass at lower extremities,I have a large mass growing on my left leg.
polydipsia,I cant get enough water. No matter how much I drink I always feel like I need more.
headache,I have frequent head pain especially in winter.
polydipsia,I am just always thirsty. I drink and drink but am still thirsty.
fever,feverish
fatigue,I just have no energy to do anything at all. I am completely and utterly exhausted.
headache,My head hurts.  It starts in my eyes and feels like it goes back to my brainstem.  Its excruciating.  Ive been taking aspirin but it doesnt help much.  It comes and goes but when it happens im pretty much done for the day.
heartburn,gastroesophageal reflux
fever,I have goosebumps all over.
headache,My head hurts a lot especially in the morning.
weight loss,There is unexpected weight loss though I have not tried to lose weight.
fatigue,"I get plenty of sleep at night, but there are days when I get tired a bit too quickly."
fever,High Temperature
dyspnea,When I lay down on my right side it is hard for me to breathe at night.
headache,"Every time I put my head up, I feel a pain on the right side of my head and loud noises make it worse."
dyspnea,It feels like I need more air all the time.
weight loss,Doc I’ve lost 5 kilos this month. I think something has gone wrong with my system.
heartburn,burning sensation in the middle chest or upper abdomen
dyspnea,I have uncomfortable breathing and find it hard to get a deep breath. My breath feels shallow.
polydipsia,I have been so thirsty lately and cannot stop drinking juice.
fatigue,I have been feeling very lazy lately and haven't felt like doing anything.
